title,review,rating,status,position,location,date_posted,year,month,day
Productive workplace,exciting job from day to dayI learned to be able to speak with people and deal with different personalities.,3,Former Employee,Electronics Sales Associate ,"Hueytown, AL",9/12/12,2012,9,12
Great first job,"Typical day at work was crazy busy, when you work in the world of retail the public never stops, by the time schools out for summer you got back to school merchandise comming in the door. Holidays were nuts at Wal*Mart. It was always nice to decorate and prepare for special events, but it wasent the greatest having to work every holiday and be away from your family. Management expected a lot from you and you were always on the front line when tasks werent completed by your associates, so delegation and follow-up were a must. I enjoyed the hustle and bustle of the Christmas Shopping season, and seeing all the newest merchandise before its for sale. I also liked the family involvement that management allowed but that could differ depending on who's a manager there now.",5,Former Employee,Zone Merchandising Supervisor ,"Norwich, CT",9/12/12,2012,9,12
good place to work,i liked that i had a set schedule. management did not like to work. the co-workers were great.,5,Former Employee,Deli Associate ,"Marysville, WA",9/12/12,2012,9,12
My day and the opportunites I have,"My day starts out by marking down out of dates fron that day ,then I work feight and putting up pallets . After this I order help anywhere else Iam needed we clean daily . The best part of my job is dealing with customers and teaching my associates new things , and me having a job.",3,Current Employee,Bakery Lead ,"N Richland Hills, TX",9/12/12,2012,9,12
Fun friendly work place,Loved workin here with the fun ppl that i got to enjoy everyday,5,Former Employee,Customer Service ,"Huntsville, AL",9/12/12,2012,9,12
Walmart was a fun place to work,Walmart was a fast pace let me stay busy . I learn how to resolve challenging situations .I had some great management and few wonderful co-workers most part they were like a part of a family.The hardest part of the job was the different hours that was set weekly.The most enjoyable was the people.,4,Former Employee,Associate ,"Puyallup, WA",9/12/12,2012,9,12
nice place to work at,That how too work with people an drive a forklift.That you get to work with all type of people,5,Former Employee,Sales Associate ,"Houston, TX",9/12/12,2012,9,12
productive work place,"helping the customers with there final transactions. handling debit cards, or money. scanning all items including coupons",4,Former Employee,Cashier ,"Clarksville, TN",9/12/12,2012,9,12
Walmart was an excellent work enviroment. I enjoyed my job and my fellow Associates.,A typical day was filled with challenges and rewards. The were never two days alike. There are always challenges with working with 425 Associates. The rewards from helping someone get the help that benefited them is inspiring.,5,Former Employee,Personnel Coordinator ,"Amarillo, TX",9/12/12,2012,9,12
Fast pace and no room for mistakes.,I was a forklift operator. I had to haul material to it's desinated area in warehouse in a timely manner due to dealing with food. My co-workers made the job fun and the supervisors was good too. Making real money and the benefits were the best part of this job. I liked the fast pace work and being in a big freezer.,5,Former Employee,Forklift Operator ,"Monroe, GA",9/12/12,2012,9,12
great service,Was a great environment when it came to meeting the customer's needs.,4,Former Employee,Cashier ,"Vivian, LA",9/12/12,2012,9,12
fun place to work,Had a great time working there. Great company. Meet alot of great people.,3,Former Employee,Sales Associate ,"Snellville, GA",9/12/12,2012,9,12
Change of environment,Clocking in and being able to talk to different people while scanning their items was fun. I learned that I am a mutitasker! I never really dealt with management. My co-workers were laid back and easy to get along with. The hardest part of the job was getting trained. The most enjoyable part of the job was getting to see how fast I could scan the item to get people through my line faster.,4,Former Employee,Cashier ,"New Martinsville, WV",9/12/12,2012,9,12
Good place to work,"Greta to meet new customers, and interact with them. Management isn't always on top of things. The pay is very difficult to live off of, but the co workers make work very enjoyable.",4,Current Employee,Cashier ,"Bentonville, AR",9/12/12,2012,9,12
Fast paced work environment with good job advancement,"Working at Walmart I learned great time management skills. I was pushed to better myself everyday. Quick Stocking of shelves, great customer service and the ability to prioritize is Key to success in Retail. Management realizes the potential in people that want to advance and builds self confidence in each team member. I loved working along side of some great managers. Hardest part of the job is dealing with those who just ""show up"" for work...",3,Former Employee,Support Manager ,"Cadillac, MI",9/12/12,2012,9,12
Wonderful Times at Wal-Mart Supercenter,I currently work in wireless (cell phones). I float from different departments as well I am able to do price changes and qucik learner. I learn something everyday.,5,Current Employee,Wireless Associate ,"Montgomery, AL",9/11/12,2012,9,11
Productive work environment,A typical work day consisted of the grave yard shift from 10pm to 7am. I learned to read labels and match or request items for replenishment for missing items. Management assisted when they could. Co- workers worked on their isles and spoke every now and then. The hardest part of the job was staying up when normally one is suppose to be sleeping. The best part of the job is working when hardly anyone is awake.,4,Former Employee,Stock Clerk ,"Palmdale, CA",9/11/12,2012,9,11
Okay I guess,the Walmart I worked at was alright but being a stock man and cart pusher in the middle of winter isn't all that great. The job was nice and so were the benefits but the lack of transportation led me to leave this job.,4,Former Employee,Stockmen ,"Tilton, NH",9/11/12,2012,9,11
enjoyable times with customers,i worked well with the other employees we use to have lots of fun interacting with the customers...stocking and doing customer service.....,5,Former Employee,Cashier/stock/customer service ,"Somerdale, NJ",9/11/12,2012,9,11
ok job,A typical day would be talking to customers and placing cake orders. I learned how to decorate cakes very well. What I don't particularly like is management they sometimes speak to you like you are beneath them. Overall my co workers are great and fun to be around. The most enjoyable thing is dealing with customers.,2,Current Employee,Customer Service ,"Bridgeton, MO",9/11/12,2012,9,11
what i think,"well, as an employee, there isn't really much to complain about except that management could be a little better than it is now. most of management at my location don't have a care in the world what is goin on outside of work with their associates and I believe they should start caring because some of the employees are under high amounts of stress and while i understand you shouldn't bring your drama to work, some people try to leave it at home but it just seems to follow them. sometimes we cant escape it no matter how hard we try. when there are people stalking one of my coworkers and management turns their head to the problem, it then becomes a concern of mine.",4,Current Employee,Cashier/Customer Service ,"Watkins Glen, NY",9/11/12,2012,9,11
"ptoductive,big enviroment full of different ethnic backgrounds",I love working with new people its a big place to work at I enjoy the people I work with we all stick together as one team and we all take up each others responsibility as one,3,Current Employee,Sales Associate ,"Country Club Hills, IL",9/11/12,2012,9,11
