title,review,rating,status,position,location,date_posted,year,month,day
awesome work place,I enjoyed my time working for this company management was awesome and treat all there employees with respect and encourage them to go further if could.,4,Former Employee,Remodel Associate ,"West Jordan, UT",9/3/15,2015,9,3
You have to have a love for what you do.,"I've been working at my store for a year now, and I do enjoy what I do, and working with the other Floor Associates in my department. However, the everlasting issue seems to be that our management doesn't stay consistent.",3,Current Employee,Floor Associate ,"Bensalem, PA",9/3/15,2015,9,3
Was an ok place to work,Butterball Turkey put a great deal of time into making sure that their employees were taken care of. The health benefits were superb.,2,Former Employee,Customer service ,"Wilmington, NC",9/3/15,2015,9,3
Terribly Managed!,"They treat there employees awful! Lack of organization and inexperienced management.  They make promises and dont follow through.  They make up procedure and policy on the fly and do not properly inform the employee.  Then they will ""write you up.""  They yell at grown adults as if they were 5 years old.  Management hires unreliable people, because they are unreliable... It appears when they have hard working, loyal people, the take advantage.  Again, management is inexperienced and un professional! Customer service is down the tubes because management is down the tubes!",1,Current Employee,Overnight Stocker ,St Petersburg Florida,9/3/15,2015,9,3
Flexable job to work for,"Standard company, provide standard minimum wages, standard benefits. a very big and diverst company This Company is a muti billion dollar company, has a great stock program  and Walmart sales are always  at the top of the game. Walmart do have a standard 401k program and benefits programs  and have a wide arrange of products to sell with a decent standard price",5,Former Employee,"Maintenance assoicate, stocker, forklift driver ",St.louis,9/3/15,2015,9,3
busy and fast paced,"busy and fast paced and fun place to work. customer service and quick learning._x000D_overall quick place to work._x000D_management is slow and doesnt really get to you quick, alot of customer complaints",3,Former Employee,Cashier ,"Carson City, NV",9/3/15,2015,9,3
I enjoyed working in produce.,The customers and my team members are friendly.  There could be more training and development of the employees.  Offering benefits would be a great incentive to making your job at Walmart into a career.,3,Former Employee,Hourly Associate ,"Virginia Beach, VA",9/3/15,2015,9,3
Horrible,"As a receiving associate it was my job to empty out merchandise and other products from a truck. Most of the time we were under manned and management required us to work until all trucks were unloaded. Management never listened to their associates. A lot of favoritism was at play. No regards to veteran employees. Overall, it is a horrible working environment.",1,Former Employee,Receiving Associate ,"Virginia Beach, VA",9/3/15,2015,9,3
Face paced work place but enjoyable,"Everyday was a different scene, new faces, and new issues. the management is great and the customer service is great! the hardest part of the job is the hours , they are long. but the easiest and most enjoyable part is the interaction with people and of course the pay check at the end of the pay period!",4,Former Employee,Cashier ,"Rogers, AR",9/3/15,2015,9,3
A fun place to work,I enjoy the time i worked there and i made a lot of good friends and the company really looked out for their employees and learned a lot of good job skills,3,Former Employee,Night Stocker ,"woodville, or",9/3/15,2015,9,3
"Its a good place, if u are what matters and all else is 2cd to that type mentality","Great place if you have a very open mind, tolerant towards others, don't mind long  hours and no major pressing issues out of work._x000D_  Fast pace, great place to learn from others, No other retailer can compare. That's the truth.",3,Former Employee,operations Manger ,NJ,9/3/15,2015,9,3
Great place to work. A lot of different tasks and responsbilities,My first job after returning to the united states. I was very thankful to get the job and worked hard to do my best. i Had to do so many things there and learned so much.,5,Former Employee,Packaging/Sales Associate ,"Fort Walton Beach, FL",9/3/15,2015,9,3
I hated it,I loved working there but was blind sighted by getting fired at the end of my three month employment. Management constantly spread gossip about employees and it felt like I was back in high school. the drama was unbearable but I enjoyed the customers. that whole store needs an over haul on management.,1,Former Employee,Deli Clerk ,"Springfield, OR",9/3/15,2015,9,3
I worked a cashregister I learned to get my speed up how to handle upset customers which is the hardest part of the job.,Wal-Mart was a good firm to work for. they treat their employees in a fair manor. at the holiday start they even gave us little survival kits.,3,Former Employee,Cashier ,"Vancouver, WA",9/3/15,2015,9,3
Wal-Mart Distribution Center,"Pretty good job, if you can make your production quota. It takes time, it's hard to work up to. The benefits are pretty good, aside from the medical, at least in my opinion. Depending on which shift you work, you can work long hours and 3-4 days at a time. Management at least at my DC need some work, as well as all the associates.",4,Current Employee,Unloader/Processor ,"LaGrange, GA",9/3/15,2015,9,3
Walmart Review,I enjoyed working with customers and coworkers. The atmosphere was very pleasant. The commute was too far and annoying.,2,Former Employee,Apparel Clerk ,"Dunkirk, MD",9/3/15,2015,9,3
Typical Cororation Atmosphere,It was great interacting with a different variety of customers. Working in a place where everyone is expected to do the same amount of work and get paid for it with opportunity of advancement is a very hopeful job perspective.,3,Former Employee,Cashier/Sales Associate ,"Bozeman, MT",9/3/15,2015,9,3
Fun,"Typical day of work meeting new people, providing honest and reliable customer service. The team is awesome. The hard part of the job is dealing with difficult customers. The most enjoyable part is that because when a customer comes to about something that has went wrong or just don't like. I love helping people with difficult situations making and coming to a better solution.",5,Former Employee,Sales Floor Night Stock Clerk ,"Kissimmee, FL",9/3/15,2015,9,3
"Ok job ok pay, bad bosses","The work and pay are ok, but the employees barely seem to care about their jobs and management is purely reactionary. The company isn't bad and I think that it may be just that store is this way with its employees.",3,Former Employee,IMS Auditor ,"mountain Home, ID",9/3/15,2015,9,3
great place to work friendly people,i worked overnights there i would come in down stack pallets an stock the shelfs on the sales floor my coworkers were really awesome .the hardest part about that job was trying to adjust to the time schedule that i was used to before that job,5,Former Employee,Seasonal Associate ,"Sacramento, CA",9/3/15,2015,9,3
First job working  Retail,learning how to work the register.  moving from cashier to Customer service Manager (CSM) within 60 days of employment.,5,Former Employee,"Sales Associate, Customer Service Manager ","Dallas, TX",9/3/15,2015,9,3
Nice place to work,"I was working for Walmart,is busy place to work,i was sale associate in the begining and a was tranfer to be a stockroom associate,i like this position better,that why i really like working in a warehouse.",3,Former Employee,Sales Floor Associate ,Columbus OH,9/3/15,2015,9,3
Management,Been with the company for 14 years and they have helped mold me to a great leader. Supportive management and always room for growth.,4,Current Employee,Assistant Manager ,"Corpus Christi, TX",9/3/15,2015,9,3
Management,I worked here for 3 1/2 years and loved it. The managers were very understanding and helpful. I was also a manager over the cashiers and front of house staff.,1,Former Employee,Customer Service Manager ,Oklahoma,9/3/15,2015,9,3
A lot of fun people to work with.,I enjoy my work and the people I worked with. I was usually waxing the floors because I had skill at it. I even enjoyed helping others with their work in stalking product.,3,Former Employee,Floor Maintenance ,"Stephenville, TX",9/3/15,2015,9,3
I enjoyed working here.,I only worked here for a year but enjoyed my time at WalMart.  Everyone was welcoming and my pharmacy co-workers were awesome!,5,Former Employee,Certified Pharmacy Technician ,"Knoxville, IA",9/3/15,2015,9,3
Management treats you like Adults,"The management let you do your work on your own time, and didn't breathe down your neck. It was nice to have that in a workplace. They also came to you for your breaks.",4,Former Employee,Cashier ,West Branch,9/3/15,2015,9,3
"Easy to change areas, moving up withing the company.","Very busy, constant customer service. Assisted with cashier as needed.  Worked approximately 40 hrs/week.  Associates were pleasant and easy to work with for the most part.  Helps with personal growth and will help associate/family if they need help at home.  Could usually keep very busy.  Most customers were very pleasant.  Occasionally would have a customer that would try to be unpleasant, but management would usually deal with the problem.",3,Former Employee,Wal-Mart Associate ,"San Antonio, TX",9/3/15,2015,9,3
its a good job for extrra cash,I guess it depends on which Walmart because they are all different. I've worked at the Grimes and WIndsor Heights locations. My favorite one is the one in Grimes. I felt like I was more needed and I was actually in a department. At the Windsor Heights I feel like im just helping out In each department.,4,Former Employee,Shay- Supervisor ,"Grimes, IA",9/3/15,2015,9,3
Surprising decent company to work for aside from poor management.,"Upper level management sets unrealistic goals, and will ride you if you cannot accomplish those goals. They are never around when you need them. They do not do their job. I have been the Department Manager for 6 weeks and still have not gotten my raise, because they avoid me at all costs, and send assistant managers to do their dirty work. Overall, the work itself is not so bad, but the management is horrible.",3,Current Employee,Department Manager ,"Cambridge, MN",9/3/15,2015,9,3
Loved this job,"Came to work, checked for expired product, pulled all expired product and restocked with good product.  I would help assist customers in locating product and help other coworkers once my job was done.",5,Former Employee,Associate ,"Heath, OH",9/3/15,2015,9,3
Wasnt for me,"It was okay to start a job placement, but not for a long term career or to pursuit an area of interest in at least not in the optical department.",2,Former Employee,Desk Clerk ,"North Richland Hills, TX",9/3/15,2015,9,3
Very Clean productive Job.,"Typical day would be running the front end I was over about 20 cashiers, I learned customer service skills, how to be a manager, I interacted with my co-workers and let them know if they needed anything to come to me. _x000D_The hardest part of my job would have been when we short on cashiers and we got really busy, customers would get very angry. _x000D_But I enjoyed being busy and running around and leaving the customers happy.",4,Former Employee,Customer Service Manager ,"Bedford, IN",9/3/15,2015,9,3
Fun Fast and friendly.,"Friendly and kind managers and coworkers. Large company with many workers, it's difficult to know everyone. More like a family in the departments.",4,Former Employee,Cashier ,"Strongsville, OH",9/3/15,2015,9,3
My Career,In the beginning it was a company that was for the associates and customers. Now it all about money. How can a person pay their bills on 28 hours a week. If you take off for being sick or your family you get points against you. Assistant Management works unbelievable amount of hours,3,Former Employee,Assistant Manager ,"Philadelphia, MS",9/3/15,2015,9,3
what else can i say,The pay is not good and the nights were quite long. i unloaded trucks and only got paid at that time 6.25 in aout 3 months i received 60 cent raise. If it wasnt for the unloaders how would the product reach the floor.,2,Former Employee,Unloaded and loaded GM freight ,Greenville Texas,9/3/15,2015,9,3
Fast work.,"A typical was always busy, you got to learn the difference in people . Management was always willing to make anything easy for you as long as you helped them as well. My co-workers was amazing always helpful on codes that was needed. the hardest part about this job was keeping everybody happy.People that were going through thing on different da just trying to keep your co-workers work friendly .",5,Former Employee,Cashier/ Money Center/ Sales Associate ,"Marietta, GA",9/3/15,2015,9,3
Need Improving,Good networking environment. need to value employers more offer more benefits and full time positions. need to value holidays.,2,Former Employee,Prep and cook food ,"Atlanta, GA",9/3/15,2015,9,3
Being outside,Just like the atomosphere Great to be outside a lot. Putting all the carts form the parking lot into a car bay. Cleaning the lot from trash and other items.,5,Former Employee,Stockman ,"Adrian, MI",9/3/15,2015,9,3
Not a bad high school or college job,"I would unload trucks and restock shelves, conduct inventory on a monthly basis, and build shelving units. Check dates on food and dairy items as well. Organize storage.",3,Former Employee,Sales Associate ,"Terre Haute, IN",9/2/15,2015,9,2
Productive workplace.,"A typical day at work at walmart. Punch in to work, managers have meetings with all workers in that shift. we start our assignments, take our breaks and lunches. Finish our work then punch out.",5,Current Employee,overnight stocker ,"Torrance, CA",9/2/15,2015,9,2
My job,Managers would listen but not follow thru with what they where saying if an issue came up. I learned more responsibility being there and how to handle stuff on my own. I had a few co workers who would really help me and respect me where as others not so much. Hardest part of my job was management and disrespectful co workers. I loved getting to work on cakes and create a master piece that customers loved.,3,Former Employee,Dept. Manager ,"Moore, OK",9/2/15,2015,9,2
Not much good to say,"Walmart is a really great place to work... if you are a member of management. Other than that then it's not worth it. How can I afford to live on 1, maybe 2 days in 2 weeks? I am one of the hardest working people I know (not trying to brag) and yet walmart doesn't recognize that an reward me with more hours. Instead it seems like they give me fewer and fewer hours!",2,Current Employee,Sales Associate ,"Live Oak, FL",9/2/15,2015,9,2
