title,review,rating,status,position,location,date_posted,year,month,day
A fun job,"Unlike most people, Walmart is my fun job, where I get to interact with wonderful customers. Love talking to the very young customers that come with parents. Like when customers talk about their crafts or other interests.",5,Former Employee,Sales Associate ,"Sandy, UT",11/30/17,2017,11,30
photo department,I enjoyed working in the photo department I meet different people everyday I enjoyed doing different  things learning and enhancing my skills to use in different departments,5,Former Employee,Customer Service ,"Mayfield, OH",11/30/17,2017,11,30
Great,"The staff was amazing, their never was a dull moment in the Walmart environment. The managers were very nice and treated temporary workers like they've been at Walmart for years. They made my Walmart experience exciting and only inspired me to work on my skills to get better, and hopefully be the head of a store.",5,Former Employee,Overnight stock ,"Chesapeake, VA",11/30/17,2017,11,30
Pays well.,It is what you make it to be. I have seen better culture. Hate to say it but favoritism does exist. Would be a better company if management were fair and more cheerful.,4,Current Employee,Warehouse Associate ,"LaGrange, GA",11/30/17,2017,11,30
Not A Place For People Who Cant Take Critisicm,"Managers are rude and tend to talk down upon you, and if youre the type to respond...This Job isn't for you!!! BEWARE!!!..The money was okay until they started cutting back hours because of theft and money loss, but stay to yourself, do your job, and go home!!!",3,Former Employee,INVENTORY MANAGEMENT SPECIALIST ,"Baton Rouge, LA",11/30/17,2017,11,30
Productive,Wal Mart is a good place to work. I learned to that hard work really does pay off. Management was great they did their job keeping employees customers and place satisfied. The place of work had many people of different race.,4,Former Employee,TLE Sales Associate/Hardware Department Manager ,"Columbia, SC",11/30/17,2017,11,30
Fast turn over,The rules change so much and become more and more confusing._x000D_Kitchen equipment that doesn't work most the time. Managers  in charge of departments they know nothing about.,1,Former Employee,Deli Associate ,"Culpeper, VA",11/30/17,2017,11,30
I love my job,Walmart is a great place to work.  I am a support manager and I am over grocery and consumables. I love customer interaction and I am in charge of delegating and making sure the store runs as professionally as possible and that the customers are happy,5,Current Employee,Department Manager ,"Wake Forest, NC",11/30/17,2017,11,30
Hectic but mostly Rewarding,Dealing with customers in general can be stressful at times. Mostly the individual interactions will vary according to your department and their (the customers) needs. Walmart is a very competitive and fast paced environment with a strong culture of meeting needs.,4,Former Employee,Sales Floor Associate ,"Yakima, WA",11/30/17,2017,11,30
It was my 1st job,I worked there out of highschool and moved on to something else and i have always looked back on it as a fun job but the pay simply wasn't there and when I left I made better money from my move but if I would have continued to work there I might make more now than at my current job.,3,Former Employee,Employee ,Eldorado ks,11/30/17,2017,11,30
i recommend Walmart for a place to work,I believe Walmart  is a very busy shopping center and great place to work because you get to meet and interact with a lot of people which mean u are around multiple cultures.,5,Current Employee,Stocker/Maintenance ,"Dearborn, MI",11/30/17,2017,11,30
Good Place to work,My work hour stats at 5:00 am to 1:00 pm. I would load/unload truck for my department. I stocked the stock room for our meat department.  I loved helping customers find the products they are needing. I also liked when my shift changed during the holidays to work overnight. The work load to complete for the holidays was a good challenge to complete many tasks before the store open.,4,Former Employee,Assist customers ,"Sherwood, AR",11/30/17,2017,11,30
Beginners Job,Good place to work if you have no experience or are looking for part time coming out of school. Fast paced always doing something but you also have to deal with attitudes of customers and management.,3,Former Employee,Zone Supervisor ,"New Castle, DE",11/30/17,2017,11,30
good job,would be better if management knew what they were doing and didnt short checks  good job just people suck it is 40 hours a week plus and over time  customers can be cool or rude u have busy days and slow days,3,Current Employee,Customer Service Representative ,"Clearwater, FL",11/30/17,2017,11,30
Fast Pace retail experience,When I clock in I get the handheld that I need and then head to the meeting.  I give some associates tasks that They need to complete for the night and then I walk the floor.  I then clean the back room and walk the floor peridoically to make sure that tasks are being completed and the associates are still working. At the end of the day I review with the opening managers and make sure all pallets and fright is off the floor so that customers can have a good experience at our store.,3,Current Employee,"Hourly Supervisor, Overnight Support Manager ","Strongsville, OH",11/30/17,2017,11,30
"Fast paced, under staffed, madness.","Working for the largest retailer in the USA in an urban setting and a focus store. Fast paced, problem solving and multi tasking was IMPARATIVE DAILY. Between the customer service side of the day, and the constant fires to put out in this retail setting, this store kept all the management team on their toes.",3,Current Employee,Operations Manager ,"Raytown, MO",11/30/17,2017,11,30
Average,My work experience at walmart was average for that line of work. It was hard work with a few breaks. It was not a great workplace due to everyone not working as a team.,2,Former Employee,Unloader ,Bossier City,11/30/17,2017,11,30
Hours are not flexible,You can't change your availability for 6 months and can only call out 3 times in 6 months or your fired. I got hurt and they won't let me change departments,2,Current Employee,Deli Associate ,"Hartford, CT",11/30/17,2017,11,30
Productive fun place to work,I enjoy working here but I need to relocate. great team to work with. I have very good supervisors and my store manager is the best person to work with. always ready to help out,5,Current Employee,Pharmacist ,"Houston, TX",11/30/17,2017,11,30
fun place,"I've only been at walmart a couple months but I love working there! I love my co-workers and my managers! they don't make us feel less than anyone else, we all get treated fairly.",5,Current Employee,Cashier ,"Erie, PA",11/30/17,2017,11,30
Fun place to work and meet people,Its a good place to work but could be better.If you want to meet new people you should work at wall mart.However there's a small problem that's the electronic area stay messy..,4,Former Employee,Stocker ,"Belleville, IL",11/30/17,2017,11,30
Quick pace and fun work environment,I enjoyed working there. Most of the people are friendly. You have peak times. They will work with your hours if need be. You have to be able to not miss any days during your probabtion period and if you need to I recommend calling someone and discussion the issue.,2,Former Employee,CASHIER ,"Ocala, FL",11/30/17,2017,11,30
"Productive, relaxed environment","Productive, relaxed environment with job advancement opportunites and great benefits. They have flexible work hours and a fair amount of time for lunches and breaks.",4,Former Employee,Associate ,"Warrensburg, MO",11/30/17,2017,11,30
No Title,"The work place was very stressful. Management had targeted specific employees for no apparent reason, as well as not treating anyone there fairly. The employees weren't the best there either.",1,Former Employee,Overnight Stocker ,"West Berlin, NJ",11/30/17,2017,11,30
Sharpness and drive are necessary to excel,Walmart is great for experience. I don’t reccomend trying to advance to salary. Communication between management is tolerable to an extent depending on their shift rotations. Walmart is great at promoting the ability to grow and earn Management positions however the politics are disastrous,3,Current Employee,Department Manager ,"Suisun City, CA",11/30/17,2017,11,30
