title,review,rating,status,position,location,date_posted,year,month,day
Understaffed & overworked ,"There were never enough employees because of the awful scheduling system. If you want to be a cart pusher, get ready to be by yourself most of the time with no help or support. ",2,Former Employee,Cart Attendant ,"Luray, VA",5/14/22,2022,5,14
I enjoyed my work day very nice people,I lost my job because I was very sick and with the Covid restrictions was out for a while I didn’t realize I had to get in touch with another management from about my leave of abscess I feel that it should of been made clear of the next step of my absence I was fired by computer and no one spoke to me about my hiring status,5,Former Employee,Customer Service Representative ,"Philadelphia, PA",5/14/22,2022,5,14
Great awesome ,Walmart is a great place to work.  My coworkers never mumbled or talked fast.  The bosses never said you worked too slow when you were actually working hard and quickly no one ever made the bathroom reek   Everyone was so friendly it felt like a big family.  I loved putting food on shelves because it was very rewarding it was like a dream come true.   The parking lot was always real with no garbage or oil stains.  There was always the lovely aroma of cannabis in the air. There was pallets full of boxes of food.  You would put the pallets for your aisle on your aisle then you would scan the stuffin the boxes to find where the stuff goes then you would put the stuff on the shelves where they go,5,Former Employee,Overnight stocker ,"Mount Dora, FL",5/14/22,2022,5,14
Fast pace ,"Fast pace & management don't care if you get your breaks or not. Throughout 5 years of working for Walmart I have had the same experience, and that is not a good one.",3,Current Employee,OGP Walmart ,"Clinton, TN",5/14/22,2022,5,14
sucks,"working for the building i worked for was depressing, they are very unprofessional and don’t know how to manage the store properly. will not be working back there.!",1,Former Employee,Wal-Mart Associate ,"Oklahoma City, OK",5/14/22,2022,5,14
Empty Promises ,"Management is just a title. He does nothing but, he does take attendance points off for those that are over the limit. The team leads are just the same. The team leads play favorites. And, if you can put up with the elder employees and their attitudes, I guess you could probably fit in.",3,Current Employee,OGP Associate ,"Kearney, NE",5/14/22,2022,5,14
Need more employees ,Not enough pay rate and some of the management team needs more communication. They also need to give a higher increase of employee discount instead of 10%.,5,Current Employee,Overnight Team Associate ,"Whiteville, NC",5/14/22,2022,5,14
Zona de juegos ,Es muy cómodo y fácil el trabajo siempre hay oportunidades de aprender cosas nuevas ,5,Current Employee,Support  ,"Bethlehem, PA",5/14/22,2022,5,14
Chasing the shiny red ball constantly. ,"When it's right, it can be a great job. Sadly, it's almost never right. Constant grind. Poor entry level pay, management varies wildly from horrible to great, and the great ones usually don't last long before the company grinds any positive energy out of them. The policies and culture look good on paper but are very unevenly enforced and open to a lot of interpretation. The pay is good at higher management levels but it brings a lot of stress with it. No pension or long term service bonuses. I recommend looking elsewhere.",3,Former Employee,Store Manager ,"Greer, SC",5/14/22,2022,5,14
Terrible management,Management will play favorites and only promote/approve time off for the individuals who kiss their rear. They will also lock you into a schedule that’s outside of your availability and fire you when you call out.,1,Former Employee,Fulfillment Associate ,"Riverview, FL",5/14/22,2022,5,14
Tht I know my job and my co workers in my department we work together ,Walmart is not a bad place to work the only thing I hate is u don’t get no hours there but they always hiring others the company is a great start for u to learn sales but they not fair when it comes to positions and hours they will lie to u until they need u then Thts the only time they will want to give u hours ,3,Former Employee,Wal-Mart Associate ,"Louisville, MS",5/14/22,2022,5,14
High-school drama and lies ,Nothing but petty drama nice to your face talk bad behind your back management is a joke and lie about everything overall not great but not terrible if you stick to yourself nice pay and lots of hours ,2,Former Employee,Overnight Stock Associate ,"Moundsville, WV",5/14/22,2022,5,14
It said it was a fun and wonderful place ,"Environment sucks toxic management, you get fired for calling in sick once even with a doctors note. Management overworks young people, they give you tasks that you’ve never done before and no training ",1,Current Employee,Wal-Mart Associate ,"Howell, NJ",5/14/22,2022,5,14
I push carts ,Doesn’t pay well but that’s to be expected. Management leaves me alone as long as I do my job and they are flexible with my school schedule. It’s not the worst place to work if you’re in college. ,4,Current Employee,Cart Pusher ,"Myrtle Beach, SC",5/14/22,2022,5,14
"Basic benefit, no training, self study,",It can be a good step for next career with basic benefits. Their are no training and organized working process. But usually time consuming easy jobs. ,4,Former Employee,Cashier ,"Township of Deptford, NJ",5/13/22,2022,5,13
Productive environment. Great place to grow. ,Still new to the team but I love where I work. Walmart has a great starting pay with endless opportunities. Not to mention they pay 100% for your education.,5,Current Employee,Online Grocery Pickup ,"Twin Falls, ID",5/13/22,2022,5,13
Great pay,"Blatant favoritism makes rules unclear. Coworkers can get you fired based off he said she said evidence. Management favoritism breeds hostility environment, management values camaraderie over leadership.",1,Current Employee,Forklift Operator/Material Handler ,"Modesto, CA",5/13/22,2022,5,13
Former job ,After the first store manager I had it went downhill fast. The department managers had no clue what they were doing. The people I worked with were fun though,2,Former Employee,Personal Shopper ,"Wauseon, OH",5/13/22,2022,5,13
"Hard work with good pay, hit or miss with management.","The work can be fairly repetitive, as well as stressful if you find yourself working areas where you aren't comfortable. Recently, Walmart has drastically overhauled it's pay scale, so the pay is good, and worth the hassle of the work.For culture, the majority of coworkers were easy to work with in a team, and fairly friendly. On the other hand, this store is fairly lax in their hiring standards, so a part of the work stress comes from cleaning up after lazy coworkers to do your job correctly. This is compounded by store management tending to ride good workers harder, rather than correcting poor/lazy workers.In the time I worked here, some managers were easy to get along with and provided any help they could in order to facilitate the work, while others were exceptionally high strung and held standards that simply weren't able to be achieved. Still further is a ""good ol' boys"" mentality, with many managers going easy on employees they like, and being impossible to deal with for employees that don't get in their good graces.",3,Former Employee,Overnight Team Associate ,"Yelm, WA",5/13/22,2022,5,13
4 stars,"What is the best part of working at the company?Jobs pretty easy, coworkers and some management super chill, flexible schedule What is the most stressful part about working at the company?gets old quick, can get tiringWhat is the work environment and culture like at the company?very playful and lighthearted",4,Former Employee,Package Handler ,"New Lenox, IL",5/13/22,2022,5,13
Everything was good ,Walmart is a good company to work for they value everything you do and recognize you for your hard work and dedication. I would highly recommend applying. ,5,Current Employee,Manager ,"Kearny, NJ",5/13/22,2022,5,13
Not fun ,"I would say that for this company you need to treat your employees better and not treat them like they are just number. ME and couple of my co-workers work hard everyday just be treated badly and I wish they would change that but we all know they won't,  you have people that don't work you are constantly bailing people of their job and sacrificing your job. ",1,Current Employee,Cap 1 Associate ,"Oneida, NY",5/13/22,2022,5,13
3 stars,"What is the best part of working at the company?Great people, you can clock in/out and do everything on the app. Solid scheduleWhat is the most stressful part about working at the company?Unloading trucks is long, hot, gets boring quick. What is the work environment and culture like at the company?You get to work with your favorite coworkers, management is very friendly. nice peopleWhat is a typical day like for you at the company?Unloading a truck for about 5 hours then stocking the rest of the day. 2 15 minute breaks and an hour lunch.",3,Former Employee,Stocking/Unloading ,"Emporia, KS",5/13/22,2022,5,13
Good pay and good people to work with ,"I loved working as a cashier it was fast pace and fun and I learned a lot working there Walmart was my work family and I really enjoyed it, I really miss it.",4,Former Employee,Cashier ,"Circleville, OH",5/13/22,2022,5,13
Terrible job.,"The management was very abusive, if you weren't a favorite you got treated like trash. You can't call out even if your kid is sick because you can get fired for it, you don't get the benefits they say you will after the time period you're basically in training for. They're incredibly ableist, literally don't work here unless you have to. The 10% off discount doesn't even work on 75%+ of product in the store.",1,Former Employee,Walmart OGP Associate ,"Fredericksburg, VA",5/13/22,2022,5,13
It’s not as bad ,You get to set your own hours that you are available to work on your time but if you can’t work weekends you have to at least work one weekend either Saturday or Sunday but overall it’s okay & work isn’t that hard but sometimes stressful.,4,Former Employee,Wal-Mart Associate ,"Mount Pleasant, SC",5/13/22,2022,5,13
Okay,It’s a decent work place. Good pay for what you do. Not everyone one is easy to get along with but overall a good easy job. All you do is stock shelf’s and put up boxes,3,Former Employee,Sales Associate ,"Greenwood, IN",5/13/22,2022,5,13
It's a Job.,"I worked as a Digital Personal Shopper for Walmart for about a year. The job itself was straightforward and easy to understand, albeit very monotonous at times.  Our total orders for the day would often be capped off at a low number so we could be pulled to help run freight. ",3,Former Employee,Digital Personal Shopper ,"Pittsburg, KS",5/13/22,2022,5,13
Fast pace ,"Very fast pace environment, but overall the day goes by fast because of it, good breaks if you work full time (hour lunch etc.) work-life schedule is eh.",3,Current Employee,Walmart personal shopper ,"Fort Worth, TX",5/13/22,2022,5,13
Horror Stories are real,Good job if you're desperate and like running around like your head was chopped off while the managers hide in the back and you have no support from coworkers in other departments... Best thing is you get breaks but good luck finding time to take them.,2,Former Employee,E-Commerce Personal Shopper ,"Mays Landing, NJ",5/13/22,2022,5,13
It was ok,It was an ok place to work until you find something better. Management has a lot of self entitlement though and different departments do not like to cooperate ,3,Former Employee,Grocery Associate ,"Glen Burnie, MD",5/13/22,2022,5,13
Easy job,It’s an easy job always have to stay busy. You are gonna work with people almost never alone. You get tasks assigned to you if you don’t finish then you will get in trouble. ,1,Current Employee,Personal Shopper ,"Cheyenne, WY",5/13/22,2022,5,13
Walmart. ,If you enjoy being run into the ground then this is the place for you. Stop working for one second and they are all over you. You are just a replaceable number. ,2,Current Employee,Online Grocery Pickup ,"Winter Garden, FL",5/13/22,2022,5,13
Management,"It’s a do-able job and the pay was definitely worth it. My main problem lies within management. I had 4 Team leads and I would say they were the worst managers I’ve ever had. Not understanding, not encouraging and rude and they treated us like robots. Even though we were understaffed, NONE of the managers jumped in to help us with work. They just spent their whole shifts walking around, watching us and talking/joking around with each other. Maybe it’s just the location but I’ve never had managers talk down at me or treat like trash until I worked at Walmart. All I’ve taken away from my experience at Walmart is them triggering me and having a relapse in my Anxiety and Depression. Thanks Walmart, I appreciate it.",2,Former Employee,Overnight Stocker ,"Orem, UT",5/13/22,2022,5,13
Lack of supportive management ,Management is only looking out for their own. Don't bother expecting support or care. They will turn on you on a dime. Corporate policy? Doesn't matter. They make their own policies at this store. ,2,Current Employee,Personal Shopper ,"Corydon, IN",5/13/22,2022,5,13
Fast paced multitasking based workplace ,"Customers were typically pleasant to work with, but management left something to be desired. New employees would not be trained properly and were sometimes left unnatended during training hours. Would be scolded for supposed rule breaking while others actively breaking rules received no punishment. Aside from management, work required was fairly standard and pay was good. But issues with management behavior caused me to leave after only a short period. 6/10",3,Former Employee,Front End Associate ,"Fishkill, NY",5/13/22,2022,5,13
It’s a living,The pay is good for the area. Benefits are great. It’s retail though. This means working with unmotivated associates and rude customers. There is little to no supervision. ,3,Former Employee,Digital Personal Shopper ,"Blackfoot, ID",5/13/22,2022,5,13
Electronics employee,"Whew, quite an awful place to work. Manage does not care about you one bit. You will be treated awfully from day 1, and your position is easily replaceable. Strict attendance policy, and coachings/write ups last a year, so if you get written up for ANYTHING you will be stressed the whole year until it rolls off. Not much else to say.",1,Former Employee,Sales Associate ,"Columbus, OH",5/13/22,2022,5,13
2 stars,"What is the best part of working at the company?The only rewarding part is seeing my coworkersWhat is the most stressful part about working at the company?Poor time management on managements end, unorganized and overwhelming backroomWhat is the work environment and culture like at the company?stressful, pushes ""team"" atmosphere but only functions that way depending on what benefits them at the momentWhat is a typical day like for you at the company?clock in, pass away, clock out",2,Current Employee,Apparel Associate ,"Cedar Park, TX",5/13/22,2022,5,13
Not bad place to work pay is not enough for working truck tho,Ok place to work pay should be more based on experience and position but some are being paid same as you standing around while your working truck lifting 40-50 pounds all day ,3,Former Employee,Stocker ,"Marshfield, MO",5/13/22,2022,5,13
Alright,I got paid maternity leave for 3 months and they were pretty understanding throughout my pregnancy other than that it was Walmart pretty basic and easy ,4,Former Employee,Automotive Technician ,"Aransas Pass, TX",5/13/22,2022,5,13
Ok job for decent pay,"The job itself is fairly easy I was an overnight stocker, the role itself was “TA Salesfloor” my only issue was management, every higher up seemed to be stepping on each others toes, was a lot of he said she said nobody wanted to take accountability for why they were overworking us when we were severely understaffed. Nobody ever asked politely it was just barking orders. They claimed to give you benefits after 90days but when it came down to it what they didn’t tell you was employee discount you have to self apply for, health insurance you can’t obtain until open enrollment which is in September October. It was my first job I didn’t know anything, they didn’t give me a training or anything I had to learn from other associates.  ",2,Current Employee,Sales Floor Associate ,"Rocklin, CA",5/13/22,2022,5,13
1 star,What is the best part of working at the company?going to lunchWhat is the most stressful part about working at the company?you got to do it all yourself,1,Former Employee,walmart ,"Murray, KY",5/13/22,2022,5,13
4 stars,What is the best part of working at the company?Learning moreWhat is the most stressful part about working at the company?Bad bosses,4,Former Employee,Department Manager ,"New Haven, CT",5/13/22,2022,5,13
"Awful management, grumpy customers, not enough staff",Walmart's philosophy has nothing to do with taking care of customers or staff and everything to do with putting 3-6 persons worth of work on one person's plate. Management always has each other's back and any personal issues like the harassment I experienced are swept under the rug rather than actually acted upon. Constantly understaffed so the customers are never happy. Hated working every day I was there.,1,Former Employee,Worker ,"Atchison, KS",5/13/22,2022,5,13
Walmart sucks,"Walmart has a history of stepping over employees if you dont find one with nice management that cares your in for a treat, some dont listen some do but wont do anything if you try to transfer they wont get back to you its a big mess. ",2,Current Employee,Wal-Mart Cashier ,"Pensacola, FL",5/13/22,2022,5,13
Great until new management came in,New management clearly didn't care about us and often left us to struggle. My manager wasn't dependable and often took long vacations yet didn't receive any repercussions for it,4,Former Employee,Digital Personal Shopper ,"Indianapolis, IN",5/13/22,2022,5,13
El ambiente del trabajo ,El ambiente de trabajo había mucho estrés por la producción pero se hacia la producción y el compañerismos era excelente ,4,Former Employee,Lift Driver ,"Mount Crawford, VA",5/13/22,2022,5,13
Yes,"Career development and opportunities. Formal training programs are often readily available in large companies, meaning there are more opportunities to develop and grow.",5,Current Employee,Stocking and grocery ,"Warren, MI",5/13/22,2022,5,13
Toxic unhealthy environment,It's not what you know or how great you are it's who you know and who you're friends with in this company that makes all the difference. Favoritism is key and being able to turn the other cheek when bad things are happening to good people. Double standards and manipulation are the most important tools at advancing and staying relevant.,2,Former Employee,Overnight Team Lead ,"Branson, MO",5/13/22,2022,5,13
I love working at Walmart I enjoy working and assisting customers. Unfair management opportunity.,"I am a personal shopper in the pickup department. My day involves prepping and picking orders for our customers, making sure the quality of food and produce is fresh and nice looking. I also on occasion dispense these orders to their vehicles. The chances for management positions are not according to policy and choose who they want for a position versus posting the jobs per company policy,",3,Current Employee,Ecommerce Personal Shopper ,"Van Wert, OH",5/13/22,2022,5,13
Good for basics.,"In my experience, constantly understaffed. They expect a lot from you, no overtime. Depending on locations, a lot of the things you need to successfully do your job will be missing. Would only recommend for people who want to join the auto tech industry. Get your basics here and then leave.",3,Current Employee,Automotive Service Technician ,"Katy, TX",5/13/22,2022,5,13
Turnover,"There is a saying “People don't leave the company. They leave the management.” That applies here at Walmart. The job is fine but the leadership is more “stick” and less “carrot.” so people coming into the store with the bright happy vibes or great work ethic are either put through the wringer or worked to the bone and told, “I know I can rely on you to get this done.”",2,Former Employee,Overnight Stock Associate ,"Hattiesburg, MS",5/13/22,2022,5,13
Horrible,Management in my store sucks. The people are all trouble. The work laid is getting harder and harder and we just keep losing people and not replacing anyone ,1,Current Employee,Cashier/Sales Associate ,"Manchester, KY",5/13/22,2022,5,13
Do not make this your forever job,"Be prepared to stand for 8 hours straight and be moving at all times. The management is 5/10 at best but they lack communication. The people you work around are the best part of the job, but it could not be more boring easy work.",3,Current Employee,Wal-Mart Cashier ,"Richmond, IN",5/13/22,2022,5,13
Awful,Awful work place they took away my job as a customer host and now they don't have no place to put me I try to find someone at the store who could help but no one is ever around this company is so messed up its not even funny,1,Current Employee,Wal-Mart Associate ,"Fairhope, AL",5/13/22,2022,5,13
Fun workspace. Unbothered by store manager. Great department manager. Fun coworkers.,"I really enjoyed working in the Tire and Lube Express. It's very laid back and you work at your own pace. It was almost always understaffed, however. Really fun crew of people and a DM that respected you and would help you with issues. This is a good stable, well paying job, you just have to stay professional to upper management. Lots of rules and policies.  ",3,Former Employee,Tire and Lube Technician ,"Ocean Springs, MS",5/12/22,2022,5,12
Productive; work there if you’re a workaholic ,"The company is in itself is decent. From an employer standpoint, it’s a horrible and dangerous place to work. No one truly cares about what you have going on outside of your work life so save your breath. ",2,Former Employee,Team Member ,"Charleston, SC",5/12/22,2022,5,12
"great pay, horrible management.","i worked there for 6 months, and while the pay was amazing. the management was awful. they made it known that i was expendable. they very obviously showed favorites. ",2,Former Employee,E-Commerce Associate ,"Wichita Falls, TX",5/12/22,2022,5,12
5 stars,What is the best part of working at the company?I love it. Good place to work atWhat is the most stressful part about working at the company?Nothing really What is the work environment and culture like at the company?It’s a good company What is a typical day like for you at the company?You work you get paid,5,Current Employee,Cashier ,"Washington, DC",5/12/22,2022,5,12
Good environment ,I was a cashier. As long as I stayed busy the job was rather easy. My managers did not micromanage and were very helpful when I needed it. My coworkers were friendly.,4,Former Employee,Cashier/Customer Service ,"Bastrop, LA",5/12/22,2022,5,12
3 stars,What is the best part of working at the company?Flexible scheduleWhat is the most stressful part about working at the company?Customers weren't that happyWhat is the work environment and culture like at the company?Normal what you'd expect from WalmartWhat is a typical day like for you at the company?Every day is different,3,Former Employee,Stocker ,"El Cajon, CA",5/12/22,2022,5,12
Not the same as it was,"Okay. Definitely was better a few years ago. Management structure changed in 2020, company slowly going down hill since. Higher wages, but less support.",3,Current Employee,Sales Associate ,"Princeton, IN",5/12/22,2022,5,12
3 stars,What is the best part of working at the company?Coworkers What is the most stressful part about working at the company?You have to do everything on your ownWhat is the work environment and culture like at the company?Fast pace What is a typical day like for you at the company?Stressful,3,Former Employee,Cashier/Customer Service ,"Piqua, OH",5/12/22,2022,5,12
Accounting was fast paced,Accounting Cash Office was a nice part time job during college. Sometimes fast paced. If you got your work done early you could relax. The perks are if you have nice coworkers then the job is easy but if they suck then that makes your job a little harder. Just try to finish on time and everything will be fine ,1,Former Employee,Accountant ,"Lawrenceville, GA",5/12/22,2022,5,12
Fun workplace,Like it it not to slow fun place to work line electronics soo it's almost perfect to me get pay on time  even with an opcion for weekly pay with a even app,5,Current Employee,Retail Associate ,"Springfield, MO",5/12/22,2022,5,12
1 star,What is the best part of working at the company?Flexible schedule What is the most stressful part about working at the company?Management What is the work environment and culture like at the company?Walmart is definitely a beginner job not a career,1,Former Employee,Cap Team 2 Associate ,"Bushnell, FL",5/12/22,2022,5,12
1 star,"What is the best part of working at the company?The fantastic employees! There is alot of hard-working associates here.What is the most stressful part about working at the company?Unrealistic expectations, long hours for management and the company is going through a period of change while they try and compete with the online sector. What is the work environment and culture like at the company?Good old boy system. Market Managers play favorites and push you out if they do not like you. What is a typical day like for you at the company?12-14 hours a day. Hit or miss weather you get a lunch break. Inventory time of the year expect to work 2 too 3 days in a role with only a few hours for a break in-between each day. This is in relation to management only not hourly associates.",1,Former Employee,Coach ,"Austin, TX",5/12/22,2022,5,12
Terrible place to work. High turnover. Empty promises. Slackers and losers getting promoted.,Would not work here ever again. If I had to choose between McDonald's and Walmart. I would choose McDonald's. Big companies can get away with treating good employees who made work fun get fired or punished by management for incorporating fun while working.,1,Current Employee,Service Technician ,"Sterling, IL",5/12/22,2022,5,12
Uncoordinated team at times,No coordination between managers and team leads which would lead you to have to quit the task you are doing because another authoritative figure has brought up another task unexpectedly leading to sometimes having to move around a lot to supplement other teams but okay ,2,Former Employee,Stocking ,"Wilmington, NC",5/12/22,2022,5,12
