title,review,rating,status,position,location,date_posted,year,month,day
Productive and professional,I really liked working for Walmart I just don’t like that I haven’t been able to go back yet because of the process with Sedgwick on my maturity leave but overall it is a great experience working for them.,5,Former Employee,Cashier/Customer Service ,"Orlando, FL",6/28/18,2018,6,28
Poor rating,"Poor working environment with little to no effective communication.   Hours given to associates vary weekly so one week you may get 40 the next you may be scheduled 5, in order to prevent associates from achieving full time status.",1,Former Employee,Photo Specialist ,"Murfreesboro, TN",6/28/18,2018,6,28
Productive work place great work environment fun place to work and meet new people,The Walmart  distribution  Center is really a good place to work and the quarterly incentives are great. The pay raises come pretty fast at the distribution center,4,Former Employee,Unloader/Loader ,"Sealy, TX",6/28/18,2018,6,28
it was ok,it was ok some good team some not i will not worked her no  more they need more help in team work and more smiles and freely team sometimes it was good sometimes no,1,Former Employee,Operator ,"Pico Rivera, CA",6/28/18,2018,6,28
good product and fun place,we work everyday and I learnt much things at walmart. we serve customers very well and we enjoy our work. Iam verry glad  to work at walmart and i like my job.,4,Former Employee,Stocker/Sales Associate ,usa,6/28/18,2018,6,28
productive and collaborative work with occasional customer interactions.,"I mainly worked as a stocker for Walmart during the night shift. Because Walmart is open 24/7 this meant I was also working customer service, which took a priority whenever I saw a lost customer or if a customer came to me. There was a bit of friendly competition involved in stocking isles next to one another, but helping each-other or working together happened just as often as racing through your own assignments near each-other. The only place that was particularly difficult to stock was the make-up isle because several items were either not labeled or mislabeled so there was a lot of manual searching for minute differences in that one particular isle. Otherwise it was an enjoyable collaborative work environment. I always enjoyed helping out customers, and if I couldn't handle a specific task for whatever reason (sometimes that being a purchase from the gun section that I didn't have the proper authority for, or when I had to get a table from the back for one couple and I got some extra help to move it and bring it to them) I could always get help from my fellow employees and we could help out the customer by the end.",5,Former Employee,Associate ,"Galena, IL",6/28/18,2018,6,28
Its ok,I liked working at walmart at first . I liked the paydays but then it got stressful. they had me doing everything its a great job just not what i wanna do,3,Former Employee,Shoe stocking ,"Logan, WV",6/28/18,2018,6,28
Standard cashier situations,"Most co-workers were easy to interact with. Customers were, on average, nice and easy going with the occasional rude group. Management was decently helpful but would not try very hard to work with the employee when some personal situations happen.",3,Former Employee,Cashier ,"Saint Joseph, MO",6/28/18,2018,6,28
Management will kill you,"When I worked at walmart it started all right. I enjoyed the work itself and the pay was not to bad. I didn't like the night shift but thought that I may move out of it one day. But the managers are what got me, every time I got used to the instructions they had given me a week or two before they changed them, usually without telling me until I was in their office receiving a stern talking to.",1,Former Employee,Fresh Produce Technician ,"Woodland Park, CO",6/28/18,2018,6,28
would love to stay if pay was better and I could get a good schedule,"I think Walmart would be a great place to work if they paid employees better. I liked my job, but I worked really hard and felt I deserved more. I think if they would take better care of the associates they wouldn't have as big of a turnover. When I first started, I worked in the deli, learned how to slice cheese and luncheon meats, cook chickens and the other foods on the lunch bar. I went to the meat department after a year where I learned the cuts of meats, how to stock all the fresh meats, luncheon meats, seafood, and breakfast foods. I also worked in the bakery off and on, learned how to bake the breads, ice cupcakes, bag and label everything. When I moved to Jacksonville I worked in a Neighborhood Market, very different, but enjoyed the slower paced atmosphere. I was in 3 different departments, meat, frozen and dairy. One manager to head all 3. I was part of the inventory team, which I learned a lot about the separate departments. I helped open both stores I was employed with, that was the fun part, learning where everything belonged and all the other employees. I worked in Niceville and Jacksonville",4,Current Employee,Associate ,"Jacksonville, FL",6/28/18,2018,6,28
rough work,moved counters from one place to another. learned how to move counter. putting wheels on counters was the hardest part of the job. best part was the hour lunches,4,Former Employee,Remodel Associate ,"Olney, IL",6/28/18,2018,6,28
Stressful,Working at Walmart was not stressful because of the customers or fast-paced environment. It was stressful because management had no idea how to do their jobs.,2,Former Employee,CUSTOMER SERVICE REP ,Virginia,6/28/18,2018,6,28
Day at walmart,"When you get there to work its already a mess in general as far as not enough associates for the day. Customers standing around looking for help when you know managers are their but they don't try to help. Schedules are never prepared for the days going forward. It is always a lack of unprofessionalism with Walmart and how we treat our customers before even getting to them. Which what i mean by that is how long they wait for help, which is around 35 to 50 minutes in areas we just don't schedule people in regardless if management is told about it. When it comes to leaving on time you never and i mean never leave on time. Its fine to get overtime if your getting paid for it but at Walmart you don't get overtime hours. So you practically working for free, while they tell you to stay but then tell you the next day to cut the time you stayed over. The only great parts about Walmart is the 10% discount you get there and the sales associates but manager wise they need a lot of help.",2,Former Employee,Sales Associate ,"Lockhart, TX",6/28/18,2018,6,28
Great place to work if you are looking for hours.,"I was only there for 3 months, a temporary employee. But while i was working there i enjoyed it. Pay was great. Training was average and once your past your probation period, you get a discount employeecard.",4,Former Employee,Stocker ,"Hampton, VA 23666",6/28/18,2018,6,28
Awful place to work,Ever since the store got new management the store has been going downhill ever since. There is lack in communication. The store manager is mainly focused on money and not the fact that every new employee that is hired quits within a month.,2,Current Employee,Sales Associate ,"Toledo, OH",6/28/18,2018,6,28
Not the worst place to work,"Walmart is not a terrible place to work, although that could entirely depend on the other associates in whichever department one might find oneself. The benefits are okay.",3,Former Employee,Produce Associate ,"Marquette, MI",6/28/18,2018,6,28
Worse place to work at.,"would never work there again in my life, was treated very unfairly from two different Walmart's I've worked at. would never recommend working there to anybody.",1,Former Employee,Dairy Frozen Associate ,"San Diego, CA",6/28/18,2018,6,28
Productive workplace with few flaws.,"Walmart was a good job to start with, after a while they cut hours and that is why I left. Overall they have good managers, that work with you for any inconvenience.",4,Former Employee,Cashier ,"Pensacola, FL",6/28/18,2018,6,28
Meat Clerk,Assisted in stocking meat and checking expired dated meat to dispose as well as making bails from cardboard boxes along the way. Customer service to customers as well of course.,3,Former Employee,Meat Stocker ,"Colorado Springs, CO",6/28/18,2018,6,28
I really love working there!!,I first started as a bakers associate. It was really fun and I enjoyed working in the bakery but the pay wasn't enough so I asked to be transferred to the produce department for better pay!,5,Former Employee,Associate ,"Wadsworth, OH",6/28/18,2018,6,28
Walmart is fun,Working at Walmart is refreshing. Associates with good work ethic are recognized and continuously encouraged. Employees and managers are friendly and helpful. Customers are the main focus at Walmart and associates are trained to put customers first.,5,Former Employee,Sales Associate ,"Southern Pines, NC",6/28/18,2018,6,28
good,"I enjoyed working in the photo lab,learned about developing film.Work environment was pleasant. The manager and co workers were easy to work with.I enjoyed my work.",3,Former Employee,"Cashier, Pharmacy Associate, Photo Lab Associate ","Columbia, SC",6/28/18,2018,6,28
Lot of stuff to do. Can move up in company,Flexible hours. Discount card and benefits are available. Friendly staff. Team environment. Able to advance in company. Laid back. Some heavy lifting. Customer satisfaction is a major role in the company.,5,Former Employee,Connection Center Associate / Sales Clerk ,"Leesville, LA",6/28/18,2018,6,28
horrible place to work,"every bad thing you have heard about working at walmart is true_x000D__x000D_bad pay,  part time,  no benefits._x000D__x000D_managers were rude and nasty.  my first day there i was told everyone could be fried and replaced._x000D__x000D_the workers  were rude and unfriendly.  it was like being back in high school, with cliques",1,Former Employee,cashier ,"Cicero, IL",6/28/18,2018,6,28
Hard job good pay,It’s an extremely physically hard job. The hours are long. The environment is really hot or really cold. It’s a dangerous job. The pay is good per hour but there is no garuntee you will get hours,2,Former Employee,Order Filler ,"Brundidge, AL",6/28/18,2018,6,28
Productive work palce,"I enjoyed working there, I love working with people . Customers and staff. Times can be fast paced other times not so much. I stay busy there's always something to do and to be done. I liked that I had not only one thing to do but had the opportunity to do multiple tasks, which keeps the job interesting. Would not mind working there again.",4,Former Employee,Jewelry Associate ,"Henderson, TX",6/28/18,2018,6,28
job,not a good job _x000D_I wouldn't refer anyone _x000D_they need better customer service _x000D_there employees are very rude _x000D_low customer service attendance_x000D_they need to hire people that's willing to work and not be lazy rude and very disrespectful,1,Former Employee,CUSTOMER SERVIC REP ,"Oakland, CA",6/28/18,2018,6,28
Good place to work,It is a fast pace job. Customer service is the primary goal. Most of the management team is good to work for. They have an open door policy that you can use if you have any problems.,4,Former Employee,CASHIER ,"Idabel, OK",6/28/18,2018,6,28
Like working in a big family. Everyone is easy to get along with and to work for,As an employee with Walmart for the last 5 years I would say that I don't See  Myself leaving the company for some time. I would recommend working for Walmart to any one of my friends and family,5,Current Employee,Department Manager Wal-Mart ,"Keene, NH",6/28/18,2018,6,28
Great people. Confusing Management,"I am friends with a lot of my co-workers which makes it an easy place to work. I find it very fast paced and sometimes very stressful which is alright as the day usually goes fairly quick. I find management very confusing at times and the rules/ guidelines handed down from corporate don't always make sense. I feel there are other, more efficient ways to get a job done but we cannot use that way because it isn't what corporate wants. Overall it seems to be a decent starter job for young adults. You can easily make it your career. For me however, its not my career choice.",3,Current Employee,E commerce Personal Shopper ,"Meridian, ID",6/28/18,2018,6,28
