title,review,rating,status,position,location,date_posted,year,month,day
A good first job,While this company does offer a wide variety of career roles; ultimately it struggles with communication between management and employees. This can result in a loss of production ouput! The company tends to struggle with providing an optimal work/life balance; which has resulted in higher turnover.,3,Former Employee,Maintenance Associate ,"Moses Lake, WA",5/5/18,2018,5,5
not awful but not amazing,working at Walmart isn't a bad place to work just know there is a high turnover rate and being promoted is sometimes difficult. some managers do play favorites and the customers are rude and will treat you like youre less of a person than them. if you do you job and treat everyone well you will do fine.,3,Current Employee,Store Associate ,"East Peoria, IL",5/5/18,2018,5,5
very high production,"a typical mourning come in at 4:58 strech for ten min, we talk about how much work we have for today, find location of work station, start working, clean as we go. the hardest job is getting the numbers they ask of us. the most enjoyable part is working with my coworkers. what i learned is that team work makes the day go smoothly.",3,Current Employee,Warehouse Associate ,"Alachua, FL",5/5/18,2018,5,5
Fun Place To Work,"Good Job, Management just has to do better getting organized..._x000D_Supervisor cover up things that are wrong for other supervisors and that isn't fair...",3,Former Employee,Stocker/Unloader ,"King of Prussia, PA",5/5/18,2018,5,5
Walmart Distribution Center wonderful place for a career,The Walmart Distribution Center is a wonderful place to work you get your hours and you have more than one opportunity there and it also going to go unfortunately I was hired as a temp so I knew my time was going to be up soon they always say I can come back and I'm always on the comeback list I just relocated from Jonesboro Georgia to Columbus Georgia so unfortunately I have to look for something different but I recommend Walmart Distribution Center,5,Current Employee,Order filler restocker receive and ship shipment ,"Atlanta, GA",5/5/18,2018,5,5
Poor management,Poor management. Always short staffed and a lot of work is placed on one associate Favoritism is clearly shown by management. The schedule is inconsistent and will sometimes schedule closing then opening in the morning. By far the worst job I've ever had.,1,Former Employee,ELECTRONICS SALES ASSOCIATE ,"New Milford, CT",5/5/18,2018,5,5
Walmart is like a family.,"Walmart had my back when I needed time off for back surgery, but they were unable to accommodate my return to work and put me on a twelve week personal leave.",4,Former Employee,Self Check-Out Host ,"Oroville, CA",5/5/18,2018,5,5
Productive place of business,This was a fairly good place to work management could have been better and the pay should have been more then a regular cashier.i would go back to work for this company but the pay rate would have to be more than what I got which was only almost 9 dollars an hour,4,Former Employee,Customer Service Representative ,"Palmyra, PA",5/5/18,2018,5,5
Management,Going into management makes you see an entire different side of the company. When first started with company loved it. Then as years went on the culture started to change. They got away from the Sam Walton culture.,3,Former Employee,Assistant Manager ,"Elizabethtown, KY",5/5/18,2018,5,5
Great Opportunity,Amazing place to work I really recommend Walmart all the way for real because it's great and awesome to work at I wish I would have never quit working there.,5,Former Employee,Cashier and Customer Service ,"Oklahoma City, OK",5/5/18,2018,5,5
Keeps you busy and on your toes.,"Working as a jewelry sales associate has helped multitask and learn time management. My job is to allow customers to look at the different kinds of jewlery we sell and try our best to help find what it is they are looking for. Apart from that I am suppose to maintain the shoe area picked up and zoned as well as the accessories, like backpacks and wallets.",3,Current Employee,Jewelry Sales Associate ,"San Antonio, TX",5/5/18,2018,5,5
fast-pace work environment,"Wal-Mart offers a fast-pace, competitive and sometimes stressful work environment. The company provides employee discounts and many other benefits. There are different shifts and hours.",3,Former Employee,SALES ASSOCIATE ,"Ellicott City, MD",5/5/18,2018,5,5
A Steady Job with Good Benefits,The management is nice and the job environment is fast paced and there are lots of opportunities for learning. The assiocate's are nice and I'm looking for a change in job experience.,5,Current Employee,"Sales Associate, Truck Associate ","Modesto, CA",5/5/18,2018,5,5
productive,the hardest part was getting everything done with a short staff I learned how to read labels and communicate with costumers better the management team did not communicate with one another the most enjoyable part of the job was pulling the merchandise to the floor so overnight could stock it,3,Former Employee,Unloader/Stocker ,"Rosedale, MD",5/5/18,2018,5,5
Good job,Job was good.  Loved the set schedule.  friendly people.  Pay is not that good and benefits are horrible.  General manager was easy to work with and very nice.,3,Former Employee,Quality Inspector ,"Corinne, UT",5/4/18,2018,5,4
Frozen/Dairy Associate,"Quite stressful, worked as frozen/dairy stocker and couldn't have hated it more. The environment was disgusting and the workload was stressful, esepecially if coworkers didn't do their job",2,Former Employee,Frozen/Dairy Associate ,"Melbourne, FL",5/4/18,2018,5,4
loved my job.  there was just one manager that overlooked me when there was promotions,I loved working at Walmart however after several attempts to get the job title for the job i was doing  the manager that made the decision let me know that her friends were going to get it before me.  No promotion available I moved on.,3,Former Employee,Sales Associate ,"Mineral Wells, TX",5/4/18,2018,5,4
Working in Electronics,"I retired from Walmart, I had great job and enjoyed coming to work each day. I worked well with my boss and a great relationship with my store manager. I had great time working at Walmart. Each day I add product to the shelves and put up display stands. One always learns new products each day in electronics. I had a good group of friends at Walmart. The workplace culture was warm and friendly. The hardest job was keeping up with the projects I was assigned to. The most enjoyable part of the job was learning new information on products.",5,Former Employee,Sales Associate ,"Peoria, AZ",5/4/18,2018,5,4
Awesome,Nice place to work for really. Enjoyed working there. It's best to have open availability if you want 40 hours a week. Being in an actual department feels like (to me/ my opinion) the best place to be.,5,Former Employee,Sporting Goods Sales Associate ,"Lake Charles, LA",5/4/18,2018,5,4
the day,"Each day started with the managers already asking you to clock in early, then quickly get to work because they are in need of help. Stocking in my department was very fast paced but helping each customer and manager was very manageable.",4,Former Employee,MEAT STOCKER ,"El Paso, TX",5/4/18,2018,5,4
Wal-Mart,"Good company if you want to take pride in your store and work your way up. Work hard, and you will work your way up. Management is usually pretty good, but it depends from store to store on how team members treat their jobs.",5,Former Employee,Corporate Traffic Manager ,"Fleming Island, FL",5/4/18,2018,5,4
productive,"one of the best jobs i've had since i started working as a kid, great environment, friendly people, fast paced, loved helping, meeting and greeting people",5,Former Employee,Customer Service Associate ,"Palestine, TX",5/4/18,2018,5,4
"Freindly associates, but working with customers can be stressful","Most people are really pleasant, but there are some customers and management that make the job stressful.  There is a lot of set up and then redo projects, but Steady work and had great benefits when I worked there.",4,Former Employee,Asset Protection Associate ,"Hemet, CA",5/4/18,2018,5,4
No,"Typical day at work includes checking all areas to guarantee adequate staffing/call outs. Helping areas that need assistance. Creating schedules, making sure policy is followed. Management depends entirely upon store. Workplace culture is fast and full of rumor spreaders. Hardest part is the grind weeks such as black Friday. Most enjoyable part of salaried position is the vacations per year.",4,Current Employee,ASSISTANT STORE MANAGER ,Louisiana,5/4/18,2018,5,4
