title,review,rating,status,position,location,date_posted,year,month,day
fast place enviroment,We work every day in a fast and agressive enviroment. we get training to get closer to the costumer and get their needs and project and make for them a good experience and a nice place to shop where they can buy anything they looking for.,5,Current Employee,SUPPORT MANAGER ,"Kendall, FL",8/13/19,2019,8,13
Good environment work,"Good environment work place, good benefits, associates discounted._x000D_Except  for the very bad management, and favoritism with some associates._x000D_Shortening of workers",3,Former Employee,"Receiving Associate, Customer/Sales Associate ",2nd st millville,8/13/19,2019,8,13
Excellent,I really enjoyed my years at walmart.  And I hope to go back.   Can be stressful at holidays but management always tried to make it fun to help us through it.,5,Former Employee,Department Manager ,"Steubenville, OH",8/13/19,2019,8,13
Lack of management/communication,Literally anyone can advance their career with Walmart. That being said it doesn’t set up the employees around them with the best role models to look up to. Management does NOT care about their employee complaints/concerns or questions. There is no communication between associates or management. Constant change in directions from multiple managers daily.,3,Current Employee,Fresh Cap 2 Associate ,"Chattanooga, TN",8/13/19,2019,8,13
Best place to gain retail experience,"I had some of the best managers I’ve ever worked for and worked alongside. I learn a lot, there is room for growth if one applies themselves well and there are continual training.",5,Former Employee,Support Manager/ CAP Team Supervisor ,"Destin, FL",8/13/19,2019,8,13
If you have a positive attitude you will enjoy working here.,"I enjoyed my overnight maintenance position. Until it was time to change my availability to days. I never missed any time from work so management had no problem granting my request.  Of course I had to apply through the proper procedure to make that change. Once on the day shift  I continued to clean the restrooms (sweeping, mopping, wiping down all surfaces, restocking all, and sanitizing and cleaning all surfaces in the employee lunch rooms. making sure the front entrances were free of debris and all trash was emptied. I liked the family friendly employee culture. The hardest part of the job was knowing when to stop and clock out. I enjoyed taking care of my store and making it grand opening ready every day. I think the stock is a win.  Everybody has to have groceries and grocery related items.",5,Former Employee,Overnight Maintenance Associate ,"Hampton, VA",8/13/19,2019,8,13
Typical Walmart environment,I've worked here for years and it's my first Walmart that I've worked at and the associates are awesome to work with. Associates will help you if you ask for tips or assistance. Management is unstable though.,3,Current Employee,Sales Associate ,"Denham Springs, LA",8/13/19,2019,8,13
beneficial,"good and healthy work environments, i enjoyed the opportunity that presents itself at this establishment, i would recommend this job to anyone looking for employment",4,Former Employee,Walmart Stocker/unloader ,"Schenectady, NY",8/13/19,2019,8,13
Production needs more people than they're hiring,Production is by far the most stressful part of the store because of a lack of workers for example sometimes I was in production by myself for a few hours and I worked mid day. I was told there would always be 2 or 3 other people working with me. Management still has the same requirements for 1 person working there as 3 or 4 people working there,3,Former Employee,Associate ,"Cedar Hills, UT",8/13/19,2019,8,13
workplace,walmart is making it easy for its associates to do the job. greater workplace allowa team building and better exercising to build management. teaching and training,5,Current Employee,Assistant Manager ,"The Colony, TX",8/13/19,2019,8,13
Enjoyed having a job.,No longer work here.  It was work.  I need a job.  I enjoyed having a job.  I did my job.  I knew working at Walmart would not be a career for me.  I learned a lot.,3,Former Employee,Personal Shopper ,"Plano, TX",8/13/19,2019,8,13
Not a career,This company it's a mafia if you dont known somebody in the management you dont go anywhere so be careful if you gonna aply here I wasted 5 beautiful years of my life,1,Former Employee,Manager Assistant ,"North Miami Beach, FL",8/13/19,2019,8,13
N/a,"Absolutely hated working there. Management doesn’t know how to properly talk to employees under them. Rude, undermining and careless would describe them. Underpaid and overworked.",1,Former Employee,DEPARTMENT MANAGER ,"Auburn, AL",8/13/19,2019,8,13
productive and great workplace,great place to work a lot of changes and new managers. Great pay and there are a lot of great benefit's. managers were nice and if you need help they help.,5,Former Employee,Cashier ,"Marietta, GA",8/13/19,2019,8,13
