title,review,rating,status,position,location,date_posted,year,month,day
"They don't want to make you full-time, so they don't have to give you benefits.","I have learned that Wal-Mart cares nothing about you or the family you're trying to support. if I have to call out because my child need to go to the emergency room, if you're not there that counts as an absence. even with a doctors note. If you're not dead, they don't care. They give you four and five hour shifts.",2,Current Employee,Cashier ,"Riverdale, Georgia",5/14/15,2015,5,14
productive and fun workingenviornment.,My most enjoyable part of my job was getting to socialize and help my customers. The worst part of my day was management was poor. My co-workers were awesome I enjoyed working with them.,3,Former Employee,Sales Associate ,"Conroe, TX",5/14/15,2015,5,14
productive and fun,"I as a cashier, and customer service rep.  I had a good management and co-worker team.  The hardest part of the job was standing in one spot for 8hrs. I enjoyed my interactions with customers.",5,Former Employee,Sales Associate/ Cashier ,"Port Richey, FL",5/14/15,2015,5,14
Walmart was so unorganized it was unreal that management were in the positions they were in,I was doing upper level management tasks and wouldn't get the position or the pay.  I had to come in and set mods for new merchandise stock new merchandise give tasks to other sales associates and make sure the back room was cleaned and organized to the best of my ability.,4,Former Employee,Department Manager/Sales Associate ,"Atlanta, GA",5/14/15,2015,5,14
Made The Best Of It,Learn how to become a better team member. the management was great. Co-workers helped me fit in. The hardest part was staying up overnight for eight hours. Love talking sports with co-worker.,4,Former Employee,Overnight Stocker ,"Bakersfield, CA",5/14/15,2015,5,14
Maintenance worker,I learn how to use clean bathroom and clean up floors .Management was really never there. My coworkers didn't even really show me nothing. i learn most of it on my own.,3,Former Employee,Maintenance Worker ,"Reno, NV",5/14/15,2015,5,14
Fun place to work with great compensation,Tough work at the beginning but once you understand the job completely routine. Good environment with good diversity. Management cares about the associates.,5,Current Employee,DA Unloader/Processer ,"Fort Pierce, FL",5/14/15,2015,5,14
What's it really like at Walmart?,"Walmart is an excellent career choice for people who intend to retire from the company. Promotions and job changes are readily available if one's work ethic is sound. Unfortunately, though, that is not always the case. There is rampant favoritism among upper level management but there should not be a problem if you do as you are told, even if the directions do not make the most sense. Co workers are the best part about the job, as you get to meet so many people, and most of them come to work wanting to make a difference. The hardest part of being a department manager is not actually being able to manage much. Some assistant managers are not entirely competent in how they want the departments ran. While those issues can be quite frustrating, those with a strong work ethic and good interpersonal skills,skills in problem solving and conflict within the workplace will likely excel.",3,Former Employee,APPAREL DEPARTMENT MANAGER ,"Muskegon, MI",5/14/15,2015,5,14
Worked here for 3 1/2 years. My first job,"I worked overnight, they kept me busy by putting me into 3 or 4 different departments every night, even with all of the customers that came into the store, they still expected you to get your work done on time or early. I didn't like the management because they didn't understand that you can't just walk away from a customer and ignore them..",3,Former Employee,Sales Associate ,"Valdosta, GA",5/14/15,2015,5,14
Its a fun to work with different people.,Walmart is a good company to work with and has a excellent working environment.We get a chance to interact with different persons.,5,Current Employee,Customer Service Representative ,"Secaucus, NJ",5/14/15,2015,5,14
Terrible Place To Work,The Management is terrible.  The work environment is terrible.  Everyone micromanages you and they fire you without grounds for termination.,1,Former Employee,"Senior Agent, Customer Service ","Hattiesburg, MS",5/14/15,2015,5,14
Awesome Job,"My day usually starts out with getting all I need from the back of the store and bringing it out on the sales floor. I have really enjoyed the team-oriented atmosphere at WalMart; it is really great knowing that I can depend on another associate to help me if I don't know something and vice-versa. _x000D__x000D_WalMart has a really great atmosphere to work in and makes the days so much more enjoyable, and overall makes me want to work that much harder to ensure I do my job well. _x000D__x000D_The most enjoyable part of the day would be interacting with the customers and helping them with their needs.",5,Current Employee,Sales Associate ,"Hamilton, OH",5/14/15,2015,5,14
Management works really well with staff.,"Worked with electronics and customers, making sure the customers were able to find what they needed or looking for. Put all fright from the daily trucks in the correct places. Management needs to work on scheduling more employees during specific hours and days. I enjoyed working with the customers and knowing that they were able to find what they came for.",3,Current Employee,Cashier/Customer service/Electronics Associate ,"Weirton, WV",5/14/15,2015,5,14
Great place to work,"The management is great, co-workers are helpful and work as a team. It has good promotion opportunities , and has wonderful benefits.",5,Former Employee,Cashier ,"Benson, AZ",5/14/15,2015,5,14
it is a job,"I always maintained a high  level of customer service while prioritizing several other things. Such as maintaining the photo re mage HP and Fuji software on the computer. Calling tech support when needed. I also filled photo orders being sure that every photo was at a high quality level going out of my way to do so. At times we would be understaffed and i would cover the electronics department whenever i could, i would also  speak with every customer to ensure that the product would do what the person wanted. During some hours of the day i would also do the same for other departments such as toys lawn and garden and even the mobile center._x000D_Acquired skills: Useing the SMART database system to look up any needed information and take cyber scholar classes, HP and Fugi photo imiging and matnance software, telephone useage, useing the telzon to acess inventory and install new mods.",3,Former Employee,photo tech ,knoxvile tn,5/14/15,2015,5,14
"fun place to work, love interacting with the customers","enjoyed my days at walmart, management and fellow employees were great to work with. i learned alot about dealing with customers in their time of need.",5,Former Employee,Cashier ,"Catskill, NY",5/14/15,2015,5,14
