title,review,rating,status,position,location,date_posted,year,month,day
Decent place to work,I actually really enjoyed my time working here. Very fast paced but always had clear direction. All of my coworkers were great to work with on a daily basis,3,Former Employee,Walmart OGP Associate ,"Ashland, WI",12/23/21,2021,12,23
Bad,They don’t care about anyones health.. they gave u point if u had to leave by ambulance or if there was a family emergency or death… they only care about themselves ,1,Former Employee,Wal-Mart Cashier ,"Olean, NY",12/23/21,2021,12,23
Disorganized and exhausting ,"They expect you to work super-fast they don't care about organization but speed, the inventory is a disaster nothing is on location, this disorganization makes you over work, the Store Managers doesn't have the knowledge or training to treat employees, you start to work without any training, and you have to learn by yourself. worst experience ever. ",1,Former Employee,Retail Sales Associate ,"Orlando, FL",12/23/21,2021,12,23
Management cared at first and made good friends.,"Everything was fine the first 2 years but management changed and the verbal agreements held by the original management no longer kept and when I got sick with covid my pay didn't keep , I got 300 for a normal 600 to 800 pay. Then my gallbladder started acting up and I couldn't keep up with everything and had to go to the hospital. After being rushed home after 2 days of surgery my manager begged me to come in even after I sent over what happened. I eventually came in to everyone asking why I came because I looked terrible.",5,Former Employee,Cashier ,"Valdosta, GA",12/23/21,2021,12,23
after 90 days; getting 10% discount,"Always rushed, never appreciated. Management does not care about their staff. It's about the customer and how fast one can get them thru the checkout process/out the door. ",2,Former Employee,Customer Service/Cashier/Sales Associate ,"Kirksville, MO",12/23/21,2021,12,23
Easy job for decent pay,"Honestly if you want a job where you can advance up the ladder, I would not suggest this place. I work my behind off and don't get any appreciation. At this point the managers expect me to do the parts of their job that they don't like, instead of doing what I was hired for.",3,Current Employee,Front End Associate ,"Bechtelsville, PA",12/23/21,2021,12,23
"Pretty fun place to work early morning shift, just put your AirPods in and do your own thing ",Really only thing that sucked in my location was the management. All the upper people just sat around on their phones and made us do everything.......,3,Former Employee,Stocker ,"Rosemead, CA",12/23/21,2021,12,23
Average management ,Management is okay but they don’t really care about employees. They do have a okay insurance and 10% discounts. I don’t like working there but it will do.,3,Former Employee,Sales Associate ,"Dothan, AL",12/23/21,2021,12,23
They dont care about you.,Its the typical retail job the only difference is that it is a corporation. This was by far the worst job i have ever had. The managers are what makes this job the absolute worst.,2,Current Employee,Online Personal Shopper ,"Springfield, MO",12/23/21,2021,12,23
Job is good it's just the people,It was good at first like I said it's the people i love the job I tried to be cordial and get a long with everyone but it's hard with some people and they won't give you days that you request off basically your whole life revolves around walmart it's all about walmart no time off with your family and kids smh ,2,Former Employee,Walmart Stocker ,"Hazlehurst, MS",12/23/21,2021,12,23
