title,review,rating,status,position,location,date_posted,year,month,day
"Cool coworkers, atrocious management and scheduling ","I am I part time highschool student, I worked around 32+ hours a week during summer, I’ve had to sign 3 availability forms because they kept changing my schedule without my permission, management and coaches pick and choose favorites and contribute an extremely toxic work environment. There have been numerous times where I’ve been tasked with a 2-3 person job alone due to bad scheduling and then “coached” because I couldn’t complete other job task’s I wasn’t trained to do or told about. Waited 3 months for a 10% discount that doesn’t work on half the merchandise in the store. ",2,Current Employee,Wal-Mart Associate ,"Arroyo Grande, CA",9/4/22,2022,9,4
Co-Workers Are What Make You Stay,"I'm not sure of the benefits because I didn't use them, but working here was okay. Not great, just alright. It gets stressful during holiday season. You often have to do more than you're asked and they don't like overtime - even though on most days, you have to.",3,Former Employee,Personal Shopper ,"Houston, TX",9/4/22,2022,9,4
They are not truthful,Walmart claims they never retaliate and that is a lie. If management doesn’t like you they will make your life miserable. You never have a life outside of work and expected to work 50* hours and you end up making less then a team lead or regular associate by the time they make overtime. ,1,Current Employee,Assistant Store Manager/Store Manager ,"Washington, MO",9/4/22,2022,9,4
Difficult but easy ,The customers can make an easy job insanely difficult to deal with. I have been threaten on multiple occasions and depending on the manager on duty they may or may not take it seriously ,4,Former Employee,Door Host ,"Durham, NC",9/4/22,2022,9,4
No competition ,"This is the only super store in this town so it’s constantly loaded with customers , who will come to the store even in bad conditions So you will never not be working.",3,Current Employee,Cart Attendant ,"Walterboro, SC",9/4/22,2022,9,4
Co-workers are great. Management only concerned about themselves.,Employees are overworked and under paid which doesn't seem to concern management. Management only cares about their bonuses and nothing else. Rude customers.,1,Current Employee,Overnight Stocker ,"Crystal Lake, IL",9/4/22,2022,9,4
Bad,"Disrespectful management . Store leader will drive by on off hours and take pictures of things that look slightly dirty. Must be a sad life at home, and definitely at work.",1,Former Employee,Maintenance ,"Mentor, OH",9/4/22,2022,9,4
Too much work for too little pay,"While the pay at walmart is above the average for a retail job, the amount of work expected is sometimes not worth the extra money. Little to no training for new employees as well.",2,Former Employee,Associate ,"Fort Collins, CO",9/4/22,2022,9,4
Productive ,Employees aren’t always respected as employees The work load is too much Basic training Management is chaotic Most enjoyable part was making friends with coworkers They have a lot of benefits but not all of them are meant to reward you ….. some of them were just to push an agenda ,3,Former Employee,Store Associate ,"Fort Smith, AR",9/4/22,2022,9,4
Really hated working for Walmart,"I have nothing positive to say - I was hired off the street and treated as such. You have to fight for lunches and breaks, then when you let it go, it's suddenly your fault when you didn't go to lunch on time. Management was horrid, coworkers don't care, and you can't even blame them. I was left and forgotten in the garden center constantly with no other coworkers, security, nor door hosts, no air conditioner in florida 100°+ weather and rarely able to go 'take 5' when it gets too warm... I could go on for hours. ",1,Former Employee,Sales Associate/Team Member ,"Jacksonville, FL",9/4/22,2022,9,4
Management is terrible ,"They do not know how to communicate with employees about time off and points. Management honestly doesn't care about what their employees are going through, they only ""care"" about you when you call in ",3,Former Employee,Sales Associate ,"Cameron, MO",9/4/22,2022,9,4
disrespect and lies ,"they say theirs  an open door policy,  theirs not. I attempted to work for walmart on a couple of occasions. one of those I was told not to come back until I had the proper clothes.  the other I was having a personal problem,  they did not want to hear about it. and their is other issues with this store. I guess having anxiety is a problem for walmart.",1,Former Employee,Stocking Associate ,"Gillette, WY",9/4/22,2022,9,4
Productive and fun work,"I would go back and work for Walmart again if it was a neighborhood market. I tried working at a super center, but the managers…gave me such anxiety..",4,Former Employee,OGP Associate ,"Jacksonville, NC",9/4/22,2022,9,4
Could be better,"Most of the time coaches and team leads are great. Manager has a god complex. When times are slow there's not much to do but you still have to look busy. If you can't fake it they'll give you other work to do. Co workers are mostly good at helping each other out. I came here to be a cashier, not to stock items or be a door checker. They need to hire more people so cashiers aren't doing jobs that aren't really ours to do. We're always getting new people but still somehow always understaffed? Makes no sense. When you need helpnand use action codes to call someone over they never respond. Your only option is to walk to them and flag then down. You have phones and TC's, pay attention to them or hire more people who can. I don't like getting yelled at by a customer because someone else is taking too long to do their job getting to me. When I was first hired on I was not trained very well and had to figure a lot out for myself once thrown onto my own numbers. Still just kind of winging it sometimes. Might give it a month or two and move onto to other things.",3,Current Employee,Could be better ,"Schertz, TX",9/4/22,2022,9,4
toxic work environment,Team leads would make inappropriate jokes on an almost daily basis. I had multiple team leads and other associates make jokes about suicide and not just the ohhh I want to die kind. like thought-out jokes meant to include it. I had a team lead tell me I look like how they feel. basically telling me I look like terrible. I had one make fun of the way I talk and mimic me. If you have never read Nickle and dimed give the chapter about Walmart a read before you work here I found that even though that experience is from over 20 years ago it is still relevant to the company. They give you certain things to keep employees from unionizing but keep other rules in place so that they can fire anyone at any time they want if they step out of line. I saw this happen many times while I worked there. If for whatever reason you do decide to work at Walmart don't talk about management to anyone you will get fired for it.Departments are extremely understaffed and they don't cross-train people so there is normally no one to help you and you are just expected to do the job of multiple people without any help or extra pay.,1,Former Employee,Associate ,"North Adams, MA",9/4/22,2022,9,4
Walmart sucks,"As a janitor, I was the lowest on the rung, even though they cannot function without a janitor. I felt that way when I was there. I was denied advancement for no reason. The manager's lie, and apparently hate janitors, wanting us to go above and beyond for garbage pay. Constantly micromanaging and being overly critical when you're work isn't ""perfect"". Kinda hard to do any job with a several managers breathing down your neck.",1,Former Employee,Maintenance ,"Gainesville, GA",9/4/22,2022,9,4
Great team to work with  love this company.,I'm been in this company 10 years and it great .You will learn a lot  learn different skill s.Manager are nice to me .Benefits are great I feel like we are a dream team.,5,Current Employee,Modular Team Associate ,"Niles, IL",9/4/22,2022,9,4
Productive and fun place to work ,I loved working at Walmart. Communicating and learning more abt the customers. Everyone seemed like family. They always gave me another chance in btw personal things in my life. ,5,Former Employee,Cashier ,"Longview, TX",9/4/22,2022,9,4
It was about what you’d expect ,"The pay was pretty good, especially for the job you’re doing. I did overnight stocking in the Summer before I went back to school. Go workers were cool. Job was fair. I enjoyed seeing different customers ",5,Former Employee,Sales Associate ,"Valparaiso, IN",9/4/22,2022,9,4
Unorganized,Very unorganized and under staffed. Almost impossible to get management to listen to concerns.Can be very disrespectful at times. I enjoy working with people that put equal amounts work and respect into the company.,3,Current Employee,Delivery Driver ,"Morgantown, WV",9/4/22,2022,9,4
Terrible  mgt,"I loved  working for walmart  Inc. But the store I worked at #556 in waycross  ga. Is not a good place to work, mgt is terrible to say least. Employees are so young n not made to do their jobs and the older good employees are fired over points or frivolous  things while others that do nothing  and not show  customer service to customers are kept  on. It's a very  prejudice place to work.",2,Former Employee,Front End Assistant ,"Waycross, GA",9/4/22,2022,9,4
Walmart does not care about employees,"I worked for Walmart for 5 years. I had amazing managers, specially my last 2 years. I had nothing but respect for those 2 store managers. However, when it comes to Market Managers, they don't care about hourly associates or salary employees. They don't understand the struggle we have at the stores. All they see are metrics, and expect us to get there with little hours and no support. They do little to no training, most of the stuff you'll have to figure it out by yourself. You work long hours 9 to 12h, sometimes without a break or lunch. Market puts a lot of pressure on OPS and Store Managers; which end up giving you no life outside of Walmart.My recommendation is don't trust no-one, and make sure you work for the right people.",1,Former Employee,Ops Manager ,"Woodland, CA",9/3/22,2022,9,3
"good management, good break periods, flexible changing from full- to part-time","management and HR are good people and understanding. co-workers will try to answer a question and help out when they can. job instructions and rules are clear. scheduling is automated, so you never end up working past your scheduled hours.  ",5,Current Employee,Fulfillment Associate ,"Chippewa Falls, WI",9/3/22,2022,9,3
Very busy and always working hard ,"Greet the customers and help them, cleaned my area, organise it before I started my work day cooked, cleaned helped customers with orders. Stock merchandise and help the bakery Department. The hard part of the job is not having enough help. The most enjoyable part of the job was helping the customers.",5,Former Employee,Deli Associate ,"Vista, CA",9/3/22,2022,9,3
Mixed bag depending when and where you work.,"Walmart started out as a very promising company when I started out. Most people worked hard and management was full of spirit and encouragement. However, as managers changed, and friends of managers were promoted over other, including night crew's dealers...you can guess what direction that went it.  Walmart almost course corrected and reformed their promotion program to outside the local stores decision, moving interviews to specialized hiring.  After being promoted through that system, things almost look promising again, but there was too many of the old managers running around. Combine that with the crazy decision to axe almost all the upper management jobs and the sabotage between managers blew up like wildfire.Depending when and where I worked it was either the best job or the worst job.",1,Former Employee,Assistant Manager ,"Encinitas, CA",9/3/22,2022,9,3
