title,review,rating,status,position,location,date_posted,year,month,day
Managers are terrible,I worked at the Sparkman location and management was awful. Rude for no reason and just disrespectful. My supervisor had me greet customers at the door because she was too lazy to train me and when I said something about it she put me on the door even more as a punishment. Then I started liking greeting customers but my manager got mad at me for checking tickets like I was told to. I couldn’t win.,1,Former Employee,Cashier ,"Huntsville, AL",6/2/20,2020,6,2
Fun and productive work place,"I enjoyed working with my team, I was very lucky to have awesome people by my side. I learned how to remodel certain products that involves moving shelves taking off old product and replacing with new. We also did price changes, that involved scanning and printing labels. I worked with all types of people, came across some people I grew to love and call family!",4,Former Employee,Modular Team Associate ,"Tampa, FL",6/2/20,2020,6,2
I Like it there,walmart gave me the opportunity to get my foot back in the work force. This is the first retail job I have had and I am trying to get back into the field of Adminstative Assistant/Receptionist which is what I've always done and its my passion.,4,Current Employee,Cashier/Customer Service ,"Longview, WA",6/2/20,2020,6,2
Do it,Just start where you can t o be the best for yourself and others also the customers  it was a pleasant experience at the time for me and I am recently trying to get a job again here,5,Former Employee,Walmart cart pusher ,"Las Cruces, NM",6/2/20,2020,6,2
good fast paced working invironment and great opportunities,I really enjoyed working at this store as a cashier/ sales associate. They have equal work opportunities for everyone. This job is pretty fast paced and time goes by pretty quickly.,4,Former Employee,Wal-Mart Cashier ,"Brady, TX",6/2/20,2020,6,2
Loved the job store management needed to change,"Store Management needs to change.  I was very happy there, my work ethics was excellent but because I had a temporary health issue and store management did not tell me about store policy and I quit to save the company money.   When I tried to go back 8 months later they refused my application several times.",3,Former Employee,Checker ,"DeRidder, LA",6/2/20,2020,6,2
Part-Time Team Member,"It was good to work for Walmart, I got along great with my coworkers, my work was rewarding and fast paced. People were good to me and the employees and managers treated me right.",3,Former Employee,Stocker ,"Independence, KS",6/2/20,2020,6,2
Explotan al asociado,Te obligan a quedar tiempo extra hasta aveses dosnturnos y no te pagan como es y solo en embases de engaño,2,Former Employee,Vendedor de piso en grupo ,Electronica,6/2/20,2020,6,2
Good,A typical work day is normal. Nice customers and employee's. I've learned a lot being there. I enjoy helping customers and making sure they enjoy shopping,5,Former Employee,Wal-Mart Cashier ,"Philadelphia, PA",6/2/20,2020,6,2
Bad experiences,"I was screwed over by managers and treated like garbage. They coached me for dumb things like talking, not gossiping. And there was a lot of lies and rumor spread about me.",1,Former Employee,Maintenance ,"Niceville, FL",6/2/20,2020,6,2
Walmart,I really enjoyed working with Walmart as a stocker and as fitting room clerk my Co workers were great and the company offers great benefits and very family oriented,5,Former Employee,Overnight Stocker Fitting Room Clerk ,"Yreka, CA",6/2/20,2020,6,2
Walmart has great job security.,Working at Walmart they provide you with great job security. Management is great and are always willing to help. Great place to move up in your career.,5,Former Employee,Cap 2 Associate/ Backroom ,"Las Cruces, NM",6/2/20,2020,6,2
Free sodas and discounted vending machine prices,I rode the company bus from Union City to San Bruno most days and worked from 8 to 5.  The cafeteria had many options and was a good deal.  They had a free company breakfast the day after Thanksgiving.,4,Current Employee,"Manager, Financial Reporting ","San Bruno, CA",6/2/20,2020,6,2
"At the time it was a decent company, but it seemed to have changed after they changed store managers","I worked as an unloader in the warehouse pulling freight to the floor, the company would change our schedule without notice or send us home, and they took away hrly employee bonuses",3,Former Employee,Unloader for wal-Mart ,"Canton, OH",6/2/20,2020,6,2
About Walmart,This has been the best job so far I worked at the managers make you feel safe they are responsible and respectful if you need ant help with something try will help you get through it all 🙂,5,Former Employee,Walmart Stocker ,"Durham, NC",6/2/20,2020,6,2
