title,review,rating,status,position,location,date_posted,year,month,day
Productivity is high,I loved working for Walmart it was fun with co workers and just all in all like family there. The atmosphere was great to help customers and stock shelves.,4,Former Employee,O / N Stocker and Cashier ,"Phoenix, AZ",10/12/18,2018,10,12
Good place to work,"Work environment is pleasant and sometime complicated to work. Management support is good and consist, All supplies for work are present. However there are little to no incentives in place to encourage the staff.",3,Current Employee,Customer Service ,"Frederick, MD",10/12/18,2018,10,12
Horrible management and no way for promotion or benefits,I was constantly berated for tasks i was not involved in. Constant schedule changes with almost no notice. Disrespectful and useless management that kept the store as a whole from being productive.,1,Former Employee,Sales Associate ,"Mansfield, TX",10/12/18,2018,10,12
Fun and mature workplace with friendly management and employees,"A typical day consists of clocking in, talking to and helping customers, and talking to management if any issues arise with my schedule or anything else. I've learned to develop my communications skills and learned to work hard, positively, and to be clean, fast, and friendly to move up. The management at Walmart are very flexible and understanding when it comes to school and other important activities. The workplace has a big and very comfortable break room. Otherwise, there is plenty of space to work with. The hardest part of the job would be customers who are impatient or rude. It usually takes extra time to help them and show them that I am trying my best to help them. The most enjoyable part are the nice and friendly customers who come in and make my day better just by smiling and saying thank you.",5,Current Employee,Sales Associate ,"Pontiac, IL",10/12/18,2018,10,12
Fun fast paced pkace to work,Its a fun olace to work with peopme as part of a team but at same time work by yourself alot also. They give you 2 paid breaks and 1 hour lunch break that isnt paid,5,Current Employee,Cap one team member ,"La Crosse, WI",10/12/18,2018,10,12
Good place if you like working hard.,"pays well, gets you in shape, but its a huge learning curve. No matter how in-shape you think you are, your body is not ready for this job, so it will seem very difficult at first, but will improve over time.",4,Current Employee,Order Filler/Freight Handler ,"Auburn, IN",10/12/18,2018,10,12
"Very high-stress job, but with benefits","I only work part-time as a full-time student. As a bakery fresh associate, my colleagues and I have a tight schedule to follow. We need to have a certain amount of fresh baked goods to be displayed. As part of the job, we need to be always attentive and aware of costumers that might be in need of help, whether they can't find a product of they need to place an order. Management is quite helpful and will assist when in need of help. The hardest part about the job is that is very stressful, every day and every week can be totally different from the other. As well, associates don't really have a fixed schedule, depending of their availability too. The most enjoyable part of the job is the discounts, you are never bored.",4,Current Employee,Fresh Associate ,"Morehead, KY",10/12/18,2018,10,12
i was okay,"i have worked there for  a long time. i really enjoyed it at first and still kinda did for awhile until you start getting blamed for everyone else work ,i work hard and i prefer to work hard , but there is a lot of people who work there that doesn't know this sentiment . if they were more responsible and actually cared for their job maybe i would stay to be completely honest ,I'm not saying its a bad job i just would like to be rewarded with the hard work that is done and have the people who dont work or do their job let go and it would be much better to have a good team to work with",3,Current Employee,Inventory Associate ,"Mobile, AL",10/12/18,2018,10,12
depending on the Walmart some are good,I have worked at two different Walmart and the first Walmart I worked at I had a wonderful experience Management was nice and always worked with you. the second one the one I am at right now is horrible and they never give you lunches or your two 15 they also never work with your seclude or care about your home life or health. also doctor excuses are not accepted.,3,Current Employee,"Cashier, apparel, stocking ","Baton Rouge, LA",10/12/18,2018,10,12
A well rounded job,A typical day was ever changing._x000D_I learned a lot about cleaning and time management._x000D_Management were almost always very good to me and willing to help if there was an issue._x000D_The hardest part was probably the size of some of the work and the lack of team members._x000D_The most enjoyable part was the the people.,3,Former Employee,Maintenance Associate ,"Brooksville, FL",10/12/18,2018,10,12
Decent job with good payout.,Pretty much a run of the mill job. Employees received a good wage for the amount of work you performed. Management at my former Walmart was pretty bad. Made me leave the store.,3,Former Employee,Stocker/Sales Associate ,"Lumberton, NC",10/12/18,2018,10,12
Great Place to learn how to manage self and others,"A typical day at Walmart was fun, exciting, busy, challenging, and rewarding._x000D_I learned how to manage my time, self control and how to manage others._x000D_As a manager you are required to be a servant leader, with skills of delegation, followup and mentoring._x000D_The culture can be toxic at times because of long term associates and bad behaviors and it was difficult to change, but for the most part it was great._x000D_I found it was difficult to change the bad behavior but it was important to me to do unto others as I would want others to do unto me., and model good behavior._x000D_What I liked about working at Walmart was the customers, associates and the ability to advance within the company",4,Former Employee,Assistant Manager ,"Columbia, SC",10/12/18,2018,10,12
Nice Part Time Job to Work,"No Uniform needed, only a Walmart Vest on top of your choice to wear daily_x000D_Nice Discount Card given to Employees_x000D_Flexible Hours with Non-Available Days & Hours.",3,Former Employee,Customer Host ,"Warren, MI",10/12/18,2018,10,12
pretty relaxed,working for Walmart is a breeze. having great people skill definitely helps. Keep working and your day goes by fast. Have to look out for management they are very two faced and will toss u under the bus to save their friends n themselves.,3,Former Employee,Maintenance/Unloader ,"Avon, CT",10/12/18,2018,10,12
working at Walmart,"a typical walmart day consist of you looking up  your designated area. after you acomplish it you just help out somewhere else. management is a hit and mis, there some good ones and bad ones.",4,Former Employee,Walmart Stocker/unloader ,"Olathe, KS",10/12/18,2018,10,12
Good place to work,"If you are interested in moving up the ladder, Walmart will help you. My heart just wasn't in the job and that is why I left. Many of my coworkers were promoted and a few of them became assistant managers at other stores. If this is the work you are into then Walmart is a good choice.",3,Former Employee,Cashier ,"Williamsburg, KY",10/12/18,2018,10,12
productive,cleaned all areas of the store_x000D_Maintain cleaning of bathrooms_x000D_maintained break room_x000D_stocked areas in the store_x000D_clean up spills_x000D_and did other various duties assigned by management,2,Former Employee,Custodian ,"Ellicott City, MD",10/12/18,2018,10,12
"Extremely hard on associates, over working","Wal-Mart is a excellent work environment, however, there is very little room for mistakes. They are very promte for writing up associates or up to termination if any mishap situations occur.",3,Former Employee,Assistant Manager ,"Bakersfield, Ca",10/12/18,2018,10,12
Nice Co-workers,"The  best thing about my job, is making the customers happy. When the services I provide are met with appreciation, there is a sense of accomplishment.",3,Current Employee,Vision Technician ,"Trevose, PA",10/12/18,2018,10,12
Would be fun under right manager,None managers hold grudges will fire u the chance they get no matter how well u work even if u work will sick they are to judgement ntal and unfair the work is ok,1,Former Employee,Walmart Stocker ,Louisiana,10/12/18,2018,10,12
poor managment,"under staffed working environments make it hard for new arrivals to fit into the schedule, it makes it harder to train employees. with lack of training comes mistakes which take time. and in a fast paced work place time is money.",1,Former Employee,Overnight Stocker ,"Weirton, WV",10/12/18,2018,10,12
