title,review,rating,status,position,location,date_posted,year,month,day
"Fast paced, customer service","This environment is very fast paced, have to be able to work effectively, efficiently, and have good quality of work and customer service. _x000D_Job opportunities are always available as well as promotions, very easy to rise up",3,Former Employee,Department Manager ,"Merced, CA",11/18/19,2019,11,18
horrible management horrible experience but glad for it,"from the start i realized it wasn't for me but i needed a job so stuck it out for 5 years._x000D_high turnover rate ( i think at the time we had 45-50% )_x000D_ of both employees and management._x000D_started as a cart pusher for a few years then started working in the back after our store built a new store._x000D_cart pushing was a blast but working unloading trucks was better as it allowed me to really work out but was stressful and mind numbingly boring as well not to mention the drama but ...there was a ton of it always going on , it wasn't all that bad it is a job that pays and will keep you as long as you are not a screw up, but just the stuff management would pull and other stuff that went on was just to stressful for me to deal with after 5 years of it .",2,Former Employee,Walmart associate ,"Lafayette, CO",11/18/19,2019,11,18
Productive place to work,"•	Unloaded the trucks, pulls the pallets out on the floor._x000D_•	Operate various types of equipment, such as computer scanning equipment, address o graphs, mimeographs, optical character readers, and bar-code sorters._x000D_•	Compare merchandise invoices to items actually received to ensure that shipments are correct._x000D_•	Clean display cases, shelves, and aisles.",5,Former Employee,Walmart Stocker ,"Dallas, TX",11/18/19,2019,11,18
Walmart,"Walmart, I didn’t feel like was the job for me. It was too slow. I need more faster pace. I knew how to cashier, I knew how to talk to customers. It was all just to slow for me.",5,Former Employee,Sales Associate ,"Carthage, TX",11/18/19,2019,11,18
Working,Cashier._x000D_Handling money._x000D_Handling cards._x000D_Handling checks._x000D_Handling money orders._x000D_Handling cleaning supplies._x000D_Handling difficult people._x000D_Handling layaway.,5,Former Employee,Cashier and Sales Associate ,"Indianapolis, IN",11/18/19,2019,11,18
Constant restructuring,"Worked here for 13 years,  I feel trapped that is why I stay.  The only thing consistent is the inconsistency.  They are constantly restructuring,   so I feel that you never know if your job is being eliminated.  They are not good with training.   They built training center for management,   regular employees are not trained,   they are shown videos and then sent to the floor",3,Current Employee,Department Manager ,"Irwin, PA",11/18/19,2019,11,18
Very intetesting day at work,I like working there just alot of racism for the csm most of the people that work there are nice and i got along with them pretty good ...............,3,Former Employee,Cashier ,"Meridian, MS",11/18/19,2019,11,18
Management,You can do really great with the right leadership in role if you're looking for career advancement. Benefits are good. Coworkers are usually pretty great,3,Current Employee,Assistant Store Manager ,"Sacramento, CA",11/18/19,2019,11,18
Learning,There very unorganized _x000D_The management could be better _x000D_They have favoritism _x000D_It’s a lot work requirement _x000D_The employees could be respectful _x000D_Have to do a lot of training,3,Former Employee,Stocker Associate ,"Arundel Hills, MD",11/18/19,2019,11,18
N/a,"Working at Walmart i was more diverse, i was able to help in other departments with no problem. I’ve worked various of positions in Walmart with ability to still work customer Service",5,Former Employee,Customer Service Associate ,"Richmond, VA",11/18/19,2019,11,18
Enjoyable part of the job,The most enjoyable part of my job was coming in and doing what Im suppose to do and working with my co-workers........................................,3,Former Employee,Department Manager ,"Longview, TX 75605",11/18/19,2019,11,18
It was great.,Walmart was an amazing work place. The staff and managers were very nice and easy to work with. I would like to eventually go back and work there again.,5,Former Employee,Cashier ,"LaFayette, GA",11/18/19,2019,11,18
Great and stable job,"Awesome benefits and a discount card after a couple months. Not as bad as I thought it was going to be. At Walmart you are not a number if you don't want to be. However, they take customer service very seriously and you need to be flexible. Depending on your department you might be moved around a bit.",4,Former Employee,Electronics Associate ,"New Richmond, WI",11/18/19,2019,11,18
New employment,I really enjoy working with the people I work with. Some of the department managers can be hard to get along with or talk to the other associates with inappropriate attitudes. Since only two people at our store are allowed to change schedule issues or grant request off its also a hassle. I think our assistants over our area should be able to help with fixing our schedule with permission from Manager.,5,Current Employee,Sales Associate/Cashier ,"Roanoke Rapids, NC",11/18/19,2019,11,18
Dealing with the public alot you see some great customers and not so great. Bosses may and may not help you solve problems overall its an ok pay check,After working for the company off and on for years i just got burnt out of the same thing 5-6 days a week. Being a department manager i had no formal job training just had to learn by trial and error,3,Former Employee,Department Manager ,"Roeland Park, KS",11/18/19,2019,11,18
Nice place to work,Thankful peaceful effective _x000D_Great full _x000D_Very hard work but always released _x000D_Nice place to work _x000D_Really liked working with customers_x000D_I learned a lot from them and my coworkers,5,Former Employee,Sales Associate ,"Miami, FL",11/18/19,2019,11,18
A Good job to start off your life for a young person.,I loved working for Walmart ..I learned so much in Walmart with seals and stocks and buds....The managers seem like they all was family members.The culture of the work place was mix people.. to me it was not hard at all for me ..I really enjoyed the place.,3,Former Employee,LEAD OVERNIGHT STOCKER ,"Dallas, TX",11/18/19,2019,11,18
N/a,It was cool for the most part it's just gets stressful around Christmas. And the mangers was alright when I was there. U have to fast on the truck especially on 2 truck days,4,Former Employee,Stocker ,"Winter Haven, FL",11/18/19,2019,11,18
ok place o work,"not a bad place to wrk co worker are very helpful, i would recomand people to work walmart , walmart have alot of opertunity for it employee i have work walmart for 2 years",4,Former Employee,Stocker/Receiver ,"Lexington-Fayette, KY",11/18/19,2019,11,18
Working at Walmart,Was great in the begining. They pile on more work that other managers dont want to do and expect alot in little time and no help. More work for little pay. If you request a day off you are denied.,1,Current Employee,Pharmacy Department Manager ,"York, PA",11/18/19,2019,11,18
Good place,Yep it’s a good place for anyone who needs flexible schedules. Pays good for full time or just need some extra money. Plenty of opportunities for job advancements.,5,Former Employee,Cashier ,"Princeton, IN",11/18/19,2019,11,18
Great company to work for,"Walmart was a great company to work for! I enjoyed my experience there and hope to go back very soon in the near future. Very good benefits and good pay that you will have to ""WORK"" for!",5,Former Employee,Processor ,"LaGrange, GA",11/18/19,2019,11,18
It was a great place to work,"I enjoy working there it was a great place to work. I learned a lot. i grow with the company pertty quick. I lov working with people so I learn customer service quick, I learn a lot of cool thins working there. I hope everyone gets a chance to work at walmart",5,Former Employee,Department Manager ,United States,11/18/19,2019,11,18
Garbage pay but its actually a good place,"Pay is just garbage. As a supervisor, i was under 10 an hour. I had my reasons for going there that were.... unbecoming of myself._x000D__x000D_I needed to be on the books but i had to limit my income. Thats exactly why that job worked for me. I would've stayed longer because i liked the people there so much. _x000D__x000D_But the pay is garbage. Avg daily take in _x000D_po-dunk, PA was around 55k. One in orlando at the top pulls over 300k. They can afford better wages.",3,Former Employee,Mechanic Supervisor ,"Mount Pleasant, PA",11/18/19,2019,11,18
Good place to work,I really liked my job it was fun loved my co workers I only left because there was a death in the family and I had to relocate  would really like to go back to work there,3,Former Employee,Cashier and Sales Associate ,"Midvale, UT",11/18/19,2019,11,18
Awesome,"I learned a lot at Walmart. They have great benefits, and awesome team skills. Everyone comes together to make it a great experience. I worked with family and made friends, it was great.",5,Former Employee,Sales Associate ,"Fall River, MA",11/18/19,2019,11,18
Great jobs,"My experience with my past jobs have all been amazing. I’ve learn so much from Walmart, Burke’s outlet, and sitel. I’ve learned air of people skills and different types of working jobs with different skills.",5,Former Employee,Walmart Stocker ,"San Angelo, TX",11/18/19,2019,11,18
Great company to work.,Enjoyed working for wal.art.they are a great company and fair with their starting wages. They are advanced in technology and up to date.this is the place to be.,5,Former Employee,Produce Associate ,"Port Richey, FL",11/18/19,2019,11,18
It was a great company to work for.,I enjoyed working with the company it was awesome and great. Everyone respects everyone and other if u need help someone will assist you. Everyone was nice and respectful to each other's.,5,Former Employee,Stocker/Cashier ,"Orange Beach, AL",11/18/19,2019,11,18
Good fast-paced job.,"Good place to work, friendly people. Fast-paced environment at times. Good job for entry-level worker. Be prepared to work any hours and to have hours changed if needed.",4,Former Employee,Stock Associate ,"Marietta, OH",11/18/19,2019,11,18
Working at Walmart,"I love my job. I started at Walmart in 2015 as a 3rd shift cashier and then they got rid of that position, so I was promoted to 3rd shift CSM. I loved being a CSM I love helping people I love being up front with the customers. Then a support manager  position opened up and I put in for it and got it, so there is opportunity to move up at Walmart just go in and do your job and you'll have opportunities to move up.",5,Current Employee,Support Manager ,"Newton, NC",11/18/19,2019,11,18
All in all if the leadership fails the whole story fails,"Walmart has good employee's and bad employees but what really hurts Walmart the most is its leadership the managers, they take advantage of there jobs and of there employees.",2,Former Employee,Sales Associate ,"Woonsocket, RI",11/18/19,2019,11,18
Great managers,Managers performed their best. Helped all employees and actually stepped in to help if needed. Outstanding attitudes to everyone. Very reward driving to employees.,5,Former Employee,Associate ,"Hiram, GA",11/18/19,2019,11,18
Rehire,"Working with you guys has truly been a blessing. It was my very first job and y’all made me feel at home, im looking forward to coming back in a month if everything goes well on my behalf.",5,Former Employee,Cashier ,"Mount Pleasant, SC",11/18/19,2019,11,18
