title,review,rating,status,position,location,date_posted,year,month,day
Good,Good company to work for good pay good people great compensation heath benefits bison care and much much more. If you are looking for a job look no further ,3,Former Employee,Cashier ,"Missoula, MT",10/8/20,2020,10,8
Horrible corporation! ,"They do not care about their employees! Oh, you broke a tooth and had to have an emergency extraction before work due to tremendous pain, AND you have a letter from the dentist to prove it, but you can't work your scheduled shift? Sorry, if you don't come in, it will be a point against you! Remember, you only get 6 points before we fire you! Don't care what's going on, you better be here. You requested the day off 3 months in advance? SORRY YOU'RE WORKING! ",1,Former Employee,Clerk/Cashier ,"Carbondale, IL",10/8/20,2020,10,8
It’s Walmart great to get through school ,"Work-life balanceWork-life balance at Walmart That’s a joke what life Walmart will be your lifeManagementIn general, managers at Walmart The worst and very Karen likeOverallMy experience working at Walmart Fun at first but gets boring real quick",2,Former Employee,Unloader/Stocker ,"Medina, OH",10/8/20,2020,10,8
"If you work hard and go to work, they leave you alone.","Work-life balanceWork-life balance at Walmart is difficult if you have kids but good for me since I don't have kids.Pay & benefitsMy pay and benefits at Walmart are not based on experience.  You start at the bottom and work hard to get ahead.Job security and advancementIn terms of job security at Walmart, I think other people ruin it for others. It goes by popularity and not by experience. It is difficult when you get trapped in a position because no one else wants to do it.  You lose pay to go to a different position.ManagementIn general, managers at Walmart are ok.  I don't  have much to say about them.CultureCollaboration with my colleagues at Walmart is not great. No one wants to work together.  It is every man for themselves.OverallMy experience working at Walmart is that you go to work, work hard, and do what want so you can deal with the people you work with.",4,Current Employee,Greeter/Customer Service ,"Gettysburg, PA",10/8/20,2020,10,8
Decent workplace ,"I enjoy most of my coworkers and managers, it just sucks when you get someone who power trips when they're in charge. Currently I personally feel that management there is good. ",4,Current Employee,Pharmacy Technician ,"McAlester, OK",10/8/20,2020,10,8
Don’t do it ,I don’t like this place. No advamcement.   Management is not qualified. No time off pay is terrible work every single holiday no day shift you don’t not want to work here wver,1,Current Employee,Cashier/Customer Service ,"Dickson City, PA",10/8/20,2020,10,8
Decent place,"It's was stressful but just do your job and you're good.. management was a pain in the but. it was always go, go go....it gets old quick.. again not a bad job",4,Former Employee,Stocker ,"Sayre, PA",10/8/20,2020,10,8
Productive ,Pretty simple. Basically you would go in set up the line lay your pallets down or get carts depending on the area working and then unload the trucKs. Once that is done go stock shelves,3,Former Employee,Unloader/Stocker ,"Mount Pleasant, PA",10/8/20,2020,10,8
Nice Team ,"It was a short period of time but it was nice to work there, management very nice, coworkers very helpful and friendly over all it was a good experience ",4,Former Employee,Associate ,"Haines City, FL",10/8/20,2020,10,8
Sales Associate/Cashier,Great customer service experience. Walmart teaches great worth ethic and business values. Worked for the company over 4 yrs! Downfall is no home life due to work schedule.,3,Former Employee,Sales Associate ,"Fayetteville, NC",10/8/20,2020,10,8
Its a clock in clock out job,"They have a point based system deciting how work goes if you work long enough you get paid time off but you cant miss shifts or they cost you a pint and seeing as you only have 3 you have to be there on time never a late not even by a minute and always work even if you might be sick, covid was the only exception and that was a rarity.",4,Former Employee,Sales Associate ,"Creston, IA",10/8/20,2020,10,8
"Pretty boring, not horrible easy work","It was pretty boring most of the time, most of the people that you work with are a little strange. Not great pay. Management is pretty awful and lazy. ",2,Former Employee,Customer Service ,"Centerville, UT 84014",10/8/20,2020,10,8
Management will throw you under the bus,"It was fun when I first started as I expected all jobs to be when you’re first hired. The only reason it was fun was because of the Co-Manager that was working there when I got hired. He made the job fun, he interacted with just about every associate he ran into and he would actually work too. Not like most management who would just tell you what to do and expect it to be done with no help. But anyways he made the work environment fun. About a year after I was hired he got promoted and got his own store, and we received a new store manager. Long story short, I feel like management should make the job comfortable and fun for the employees, like interact to every associate you see working for you. The job doesn’t have to be about work work work all the time. Especially with the pandemic we are facing right now. Another thing I got thrown under the bus for something that wasn’t my fault and got red flagged, never had a coaching or write up or nothing, so basically anything else I did that was coachable I would be fired.",1,Current Employee,Department Manager ,"Pine Bluff, AR",10/8/20,2020,10,8
Not bad,I started as a temp technically working for an outside agency which wasn't great because it meant I had lower pay and no benefits but once I was hired directly by Walmart my situation improved. The work at the home office can be tedious in accounts payable but it wasn't particularly stressful.,3,Former Employee,Specialist III ,"Bentonville, AR",10/8/20,2020,10,8
Loader,"Favoritism, if you don’t kiss up you’ll advance in this company. Management will lie to your face and talk about you behind your back. Ops manger will stop you from advances if he doesn’t like you. If you find a better way to do your job they will write you up n fire you at moments notice.",1,Former Employee,Loader/Unloader ,"Palestine, TX",10/8/20,2020,10,8
Fast Paced,OGP/ecommerce is very fast paced with very little stop time. You're on the going from the time you get there till the time you leave. It's never boring.,3,Former Employee,Online Grocery Pickup ,"Augusta, ME",10/8/20,2020,10,8
decent hours poor management ,"the managers don’t really care much for the employees the hours are decent, but it’s not worth the treatment and stressful shifts because of miscommunication and fiod",3,Former Employee,Cap Team 2 Associate ,"Elkridge, MD",10/8/20,2020,10,8
Walmart is great.,Work-life balanceEasy to manage because of the set schedule.OverallMy review of walmart and being employed there are a little outdated but I would say they uphold the same principles that they have before and continue to strive to move forward.,3,Former Employee,RSR Driver Forklift Operator ,"Baytown, TX",10/8/20,2020,10,8
Customers,"Really poor management for Tulare, Ca Walmart. I was new and was told I was new and too slow. I lost my job because of the poor management skills. It would be a good job but, management makes it 2 times harder.",1,Former Employee,Cap Team 2 Associate ,"Tulare, CA",10/8/20,2020,10,8
They did not care.,The worst job I’ve ever had.  Mean and uncaring people.  Bad attitudes.  Jealousy toward employee directed by their superior attitude toward employee.,1,Former Employee,Cashier ,"Kerrville, TX",10/8/20,2020,10,8
The management ,"the management is very important to all employees. If the management attitude is positive and willing to train someone on the spot this is a great sign. If the management is will to give orders but also work beside the employee if it comes to it , this is a great sign.  Positive judgement and communication goes a long way.",3,Current Employee,Cashier Pharmacy ,"Nashville, TN",10/8/20,2020,10,8
As soon as I walk in high stressed environment.,"Work-life balanceWork-life balance at Walmart is okay. Be a hard worker and you get what you want.Pay & benefitsMy pay and benefits at Walmart are very minimal. Health plan has a very high deductible. Reasonable RX cost.Job security and advancementIn terms of job security at Walmart, I think there's a high turn over rate.ManagementIn general, managers at Walmart stand around and talk.CultureCollaboration with my colleagues at Walmart is okay. You have some people that take advantage. It's not very fair.OverallMy experience working at Walmart was not good too many people standing around barking out orders when they could be stocking a shelf.",1,Former Employee,Produce Clerk/ Grocery Stocker ,"Las Vegas, NV",10/8/20,2020,10,8
