title,review,rating,status,position,location,date_posted,year,month,day
Fast paced work environment,"My day would start with unloading a 2,300 piece truck with my team of associates, palletizing merchandise as it is coming off of the truck, securing high shrink merchandise and comparing it against the receiving detail report. Then I would have my team pull the merchandise out to the floor stock it, bin the residue leftover and clean my receiving warehouse and file my invoices accordingly. The hardest part of my job would be when I have two or more unloaders calling in and there are two 2,000 piece trucks to unload. The most enjoyable part of my day is knowing I got all my tasks completed on time if not earlier and that I always give 200% dedication.",3,Former Employee,2nd Shift ICS Supervisor ,"Houston, TX",4/8/14,2014,4,8
Pucductive and fun working environment cashier.,I loved talking with customer and helping them find difference items in the store. Or just saying hello with a smile makes all the difference in the world.,3,Former Employee,Cashier ,"Tempe, AZ",4/8/14,2014,4,8
Good Company gone Bad,"In a typical day I had to cover most of the General merchandise side (Hardware/Paint counter, Sporting Goods, Health and Beauty, Automotive ) due to a severe lack of coverage. However I did make it my business to learn and train in every department in the store including the grocery, deli, customer service, and Tire Lube Express, so I always survived and kept customer service my #1 priority.",3,Former Employee,Department Manager ,"Gates, NY",4/8/14,2014,4,8
Helping customers find products throughtout the store.,"Finding expirations dates on all products and when to pull from shelf and destroy.  Learning where all items in store were located.  Management and co-workers were great,  Hardest part or job was destroying food.  Enjoyable part of job was meeting new people daily and helping the customers.",3,Former Employee,Dairy & Grocery Associate ,"Pueblo West, CO",4/8/14,2014,4,8
productive job,"Cashier tendering,cash balance,customer service, processing and or  exchanging merchandise returned from customers, price merchandise,keep inventory control, and more",3,Former Employee,Cashier/Customer Service ,"Kissimmee, FL",4/8/14,2014,4,8
Customers sevice,I enjoyed the people I worked with. Meeting all the different customers,4,Former Employee,"Cashier, Sales Associate ","Macedon, NY",4/8/14,2014,4,8
It was a pretty nice job.,"Manager made the whole day everyday bad. He never works and was a butt to everybody, Besides that I liked it.",3,Former Employee,Sales Associate ,"Montgomery, AL",4/8/14,2014,4,8
unloader,A typical day at work was unloading the truck and placing them on the floor for 3rd shift stockers.  Going to lunch with the team while we talked about what we were going to do for the weekend if we got one. I learned how to distinguish what was going to be done on what night by the manager that was on duty.  I also learned that I am not as shy as I claimed to be for I was able to proficiently help a customer with no hesitation.  Management could have been a little better as I stated we were thrown in different directions according the manager that night.  As for my co-workers  I loved my team.  We were a family. I would have to say that the hardest thing about the job was leaving.  I enjoyed going into work and stacking the freight cause it was like playing tetris in 3D.,4,Former Employee,Unload Associate ,"New Castle, PA",4/8/14,2014,4,8
good place to work,changing oil and tires and working with people. I learned that auto shop stay busy.,1,Former Employee,TEL tech ,"North Charleston, SC",4/8/14,2014,4,8
productive day at work,"Working in customer service keeps you going all day. You work with unhappy customers but the best is getting them the be happy when they leave. You feel like you accomplished something and you know that they will be back. Its fast paced so you are always doing something from cleaning, to helping customers with there items to there cars.",4,Current Employee,zone manager of the frntend ,"leicester, ma",4/8/14,2014,4,8
Very busy and demanding job,"I was Customer Service Manager/Cash office clerk~ I was responsible for counting all cash pulls made throughout the day from 28 registers. I would them count and list items pulled from the register; cash, checks, b/c, onto a spread sheet, and then balance the sheet. I was also responsible for encoding all checks for deposit and making all pulls ready for deposit. I was also responsible for the in-putting of data for the end of week, and end of month reports to the General Office.",5,Former Employee,customer service manager/cash office clerk ,"Spring, TX",4/8/14,2014,4,8
Decent place to work,Decent place to work considering pay and management. Management of Wal-Mart lets people who have been there for long periods of time pretty much do whatever they want/ get away with murder. Wal-Mart also doesn't hire enough people within the store in general this is mainly because everyone who isn't a cashier on the sales floor has to fill in when they need help and this causes no one to be on the sales floor. People wonder why they can never find employees in Wal-Mart this is the reason.,4,Former Employee,Electronics Sales Associate ,"Austin, TX",4/8/14,2014,4,8
Fun work environment,"Typical day at work would include oil changes, tire changes. Before working at Walmart, I had no knowledge of said duties, i learned how to do all of these thing while working Walmart. Management was good. Coworkers were friendly, always eager to teach me something if I didn't know how to do it. Hardest part of the job would be having to do oil changes on cars with oil filters that were hard to get to. Overall, I thoroughly enjoyed my employment at Walmart, working with cars has always been fun for me.",5,Former Employee,TLE Technician ,"Bowling Green, KY",4/8/14,2014,4,8
Good Company,This is a fair company to work for.  The hours were good and if you are able to make production you can have a long career there.,4,Former Employee,Unloader ,"Jacksonville, FL",4/8/14,2014,4,8
Great workplace,The people and staff are so friendly very willing to help each other as well as the customers. The advancement options are limitless with hard work.,5,Former Employee,Front End Zone Supervisor ,"Midwest City, OK",4/8/14,2014,4,8
Very Flexible with kind employees,"Always had something to do everyday it was never a dull moment. At Wal-Mart you definitely get to meet very wide array of individuals to work with everyday.  It teaches you tolerance, how to be a team player and many other things. Its cool working in a retail environment like this with many people to talk to.",5,Current Employee,Store Associate ,"Fort Lauderdale, FL",4/8/14,2014,4,8
"I have learned how to be a team-worker, how to set up new floor plans/Modular, how to work on a register and much more.","A typical day at work consists of putting out freight, zoning the sales-floor, and helping customers with any questions they may have. _x000D__x000D_I have learned how to be a team-worker, how to set up new floor plans/Modular, how to work on a register and much more. _x000D__x000D_Walmart doesn't have the best management skills. _x000D__x000D_I enjoy the people I work with very much, especially when one works on the sales-floor, one becomes almost like family in that particular  department. _x000D__x000D_The hardest part of my job is having several different Managers come to me asking me to get particular assignments done that day, and expecting it done that day even when they know I have other assignments to do as well. (Some assignments not even in my department.) They expect me to do the work of three associates put together instead of it just being me. _x000D__x000D_ It is a good First Time Job. Like for someone in highschool, or college.",3,Current Employee,Sales Associate ,"Attalla, AL",4/8/14,2014,4,8
Productive and Fun Workplace,"Very nice place to work, many opportunities to advance in the workplace and better yourself in the workforce",5,Former Employee,Deli/Bakery Production Associate ,"Fort Smith, AR",4/8/14,2014,4,8
A overall fair place to work,"Walmart was pretty fun to work for but there were never enough employees hired, things became to busy because of not enough staff. The pay was reasonable. At times there were to many managers vs employees. I learned a lot of stuff about retail and advancement was good, and about money laundrying, and how to have good communications skills with customers.  Coworkers were wonderful, there was no hardest part of my job, they did give you plenty of training. The most enjoyable part was the good customers and they're smiles everyday.",3,Former Employee,Customer Service ,"Thief River Falls, MN",4/8/14,2014,4,8
Walmart,"Nice balance between work and home life, managers aren't that great, like to tell people how to do their job but do not do their own and make you feel stupid when you need to ask them something. Would of gave 0 stars to management if possible. People besides managers are nice people to work with, always an interesting day.",4,Former Employee,Backroom Associate ,"Marietta, OH",4/8/14,2014,4,8
Enjoyable and fun place to work,Great enviroment to work with oppertunity to move up within the company. management and employees were real great to work with,4,Former Employee,Stocker/Receiver ,"Jacksonville, FL / Henderson, NV",4/8/14,2014,4,8
summary,"is going to the overnight meeting then stock, help comsuter servrise",5,Current Employee,Overnight Sales Associate ,dallas,4/8/14,2014,4,8
Walmart,You get yelled at for no reason by the front end managers. Cashiers are watched constantly,4,Former Employee,Cashier ,"Paragould, AR",4/8/14,2014,4,8
did not like this job,was not my mine pick_x000D_i did not like my co-workers and the hardest part of the job was time did not go fast engh,1,Former Employee,Cart Pusher ,"Leicester, MA",4/8/14,2014,4,8
Interesting palce,Not the best job in the world by a long shot. Very demanding. Also very strict management team,3,Former Employee,Sales Asscoiate ,"Birmingham, AL",4/8/14,2014,4,8
a good company. the day to day stuff is what you make of it.,no complaints. meet a lot of great individuals. benefits are worth the application process.,4,Former Employee,Sales Associate ,"Bakersfield, CA",4/8/14,2014,4,8
Not a very good company to work for.,"Long hours, poorly made schedules, and extremely low pay. I was told I was seasonal only days before my assignment ended, leaving me without a job completely unexpectedly.",2,Former Employee,Cashier ,"Collierville, TN",4/8/14,2014,4,8
like working with customers,walmart is a fun place the customers always have good things to say about walmart,4,Former Employee,Cashier or Checker Stock Clerk ,"Indianapolis, IN",4/8/14,2014,4,8
always busy,managment unprofessional. did what i had to to get threw the day,3,Former Employee,Cashier ,"Livonia, MI",4/8/14,2014,4,8
walmart,Walmart was fun you get to interact with customers. The management was great.,5,Former Employee,Cashier ,"Lindale, TX",4/8/14,2014,4,8
Walmart was a good company until Sam Walton died.,I loved working at Walmart. I was very loved by employees and customers until a new employee started on my last year at Walmart and did something very sad to me and a few others.,5,Former Employee,Photo Lab specialist ,"Sevierville, TN",4/8/14,2014,4,8
its ok,working with people can be tough but once they open up and trust u its easy sales is not a easy job you have to know your customer .,4,Former Employee,Wireless Sales Agent ,lubbock tx,4/8/14,2014,4,8
great employee family,"management was awful, the employees were friendly and helpful. fun working environment.",5,Former Employee,Cashier ,"McMinnville, OR",4/8/14,2014,4,8
horable,the pay sucks there is no advancement the management would rather ignore the problems than fix them to the point they have workers getting hurt and attempt to fire them until the worker pulls a lawsuit on them.,2,Former Employee,Stockman ,"Sumter, SC",4/8/14,2014,4,8
Very Productive and busy,Very productive and busy great customer service nice environment  and nice people to work with,5,Former Employee,Cashier/Customer Service ,"Dallas, TX",4/8/14,2014,4,8
Productive place to work for.,always something to do. never a dull moment. Hardest days would be the holiday weekends and black Friday ! it was like never ending lines of people,5,Current Employee,Money Center Cashier/Customer Service ,"Florida City, FL",4/8/14,2014,4,8
Thriving and striving for excellence,"Every day when I got to work I was greeted happily by everyone present. We were a close knit group that worked well together and cross functionally. My management team consisted of two ladies who were both premier managers. The team helped each other to increase our efficiency and effectiveness. The hardest part of the job was coping with angry customers who wanted to be hired and had a criminal record. The most enjoyable part of the job was interacting with a diverse group of people, as well as a diverse team, and problem solving together to reach an all around goal while working on my own projects.",5,Former Employee,Associate Vetting Team Specialist ,"Bentonville, AR",4/8/14,2014,4,8
Enjoyed my position but it was temporary.,"The most enjoyable part of the job was the fact that we stayed busy, there was always something to do so time went fast.",3,Former Employee,Cashier ,"Lima, OH",4/8/14,2014,4,8
Wal-Mart is a good place to work with the exception pay.,I really enjoy working at Wal-Mart.  I greet the customers when they bring their item to my register for purchase.  When appropriate I like to make small talk with the customer to make their time here enjoyable.  When you do your job at Wal-Mart you do not have any problem with Management.  Most of the co-workers I work with are great.  Actually I believe if you go in with a great attitude you will have an enjoyable day.,4,Current Employee,Cashier ,"Barksdale Blvd, Shreveport, LA",4/8/14,2014,4,8
I loved the position I held as OTC Manager,"Most coworkers were great.  You learn a lot about dealing with the public.  Not always an easy job, but one you learn to do. I loved meeting so many people.",3,Former Employee,OTC Manager ,"Grove City, PA",4/8/14,2014,4,8
Breeding ground for managers,Great atmosphere for learning. Great people. Opportunity to advance. High pace. Retail on steroids.,5,Former Employee,Assistant Manager ,"MacArthur, WV",4/8/14,2014,4,8
Good place to work with lots of different people.,"A typical day at work for me just mainly consists of checking people out at the end of their shopping trip. During customers, if there is time, I will zone my area and make sure everything is in its correct spot and organized.",4,Current Employee,Cashier ,"Monticello, KY",4/8/14,2014,4,8
Workplace,"It was exciting work with kids, learning how they think, but most of all  giving them life lessons.",5,Former Employee,Sales Associate ,"Cape Girardeau, MO",4/8/14,2014,4,8
Good Stepping Stone Job,"Good job to gain customer service experience, flexible work hours, quarterly bonuses",3,Current Employee,Cashier ,Columbus GA,4/8/14,2014,4,8
Fun and great place to work at,A fun and great place to work at.. Can move up in the company if you want to.,5,Current Employee,Assistant Manager/Manager ,"Cedartown, GA",4/8/14,2014,4,8
Good company to work for,"Long days at work_x000D_learned may different skills like sales,security and logistics_x000D_the most enjoyable part of my job is helping people with difficult task",5,Current Employee,Systems Operator ,"Robert, LA",4/8/14,2014,4,8
Productive,"fun, fast, clean and safe, career starters for most. Ask not what walmart can do for you, but what you can do for Walmart.",3,Former Employee,Service Technician ,"Kennewick, WA",4/8/14,2014,4,8
It was a nice work place and most of the people were nice,I enjoyed working there. Got to be outside see the customers and greet them before they came in the store,3,Former Employee,Courtesy Associate ,PA,4/8/14,2014,4,8
"Undermanned, and hazardous work environment",unmotivated associates and lack of job training made work here extremely hazardous.,1,Former Employee,Unloading Associate ,"Kerrville, TX",4/8/14,2014,4,8
walmart,Walmart Is an okay job to work for but when you have responsibilities you cant really count on walmart pay and hours,2,Former Employee,Cashier ,"Decatur, GA",4/8/14,2014,4,8
Awful awful awful,"Worst place to work!!! Rude power hungry management with no reguard for employee safety or health. My manager gave me grief for asking for 2 days off in a row to have an upper gi! I was also told (as a 5'1 110lbs 18 year old female at the time) to have every cart in the lot back in the building in 1 hour by myself when the maitenence guys were allowed 3-4 men, 3 hours, and a cart pusher to clear the same amount of carts. Rude coworkers rude management and horrible customers! I'd rather shovel droppings until the day I die than work there ever again!!!",1,Former Employee,Third Shift Cashier ,Heath OH,4/7/14,2014,4,7
It's Wal-Mart,"Well, it was busy everyday I was there and the other associate were good people, almost like family. The Managers were alright, it just depends on who you had. Hardest part the job was leaving on time, depending on you position, the higher you are, the more you work.",3,Former Employee,Grocery and Backroom Zone Manager ,"Kansas City, MO",4/7/14,2014,4,7
its walmart,It was good for the few first years but they won't give you full time unless you are a manager or higher.,3,Former Employee,Tire and Lube Express Service Manager ,"Brewer, ME",4/7/14,2014,4,7
