title,review,rating,status,position,location,date_posted,year,month,day
Very professional work environment.,"Even though I worked in the Guidance office as a student , adults and students still was respectful which made my job run much smoother. I learned how to keep things confidential.",5,Former Employee,Cashier and Customer Service ,"Monroe, LA",5/15/17,2017,5,15
It wasn't really fun for me I just went to work did what I had to do & went home,"A typical day at work is kind of calm , very busy thou  I learned a lot about stocking , you have to make sure everything is in the right order amor you will confuse coustomers .. the management is very in order things get done",4,Former Employee,Stocker ,"North Richland Hills, TX",5/15/17,2017,5,15
what you learned,working at Walmart can be stressful however there are plenty of opportunities to grow with the company as long as you are willing to learn and work hard for the position,4,Current Employee,Pharmacy Technician ,"Miami, FL",5/15/17,2017,5,15
Good place to work,I loved working at Walmart. It's chill. Great pay I just love that place and willing to go back at any time. But over everything it's a nice place to work,5,Former Employee,Cashier/Customer Service ,"Little Rock, AR",5/15/17,2017,5,15
"Easy job, but boring.","Although it's a very easy job, there's not always much to do(specifically during closing hours) because everything gets done quickly if you're a good worker.",3,Current Employee,Hardware & Paint ,82nd & Milwaukee,5/15/17,2017,5,15
productive place to work and always busy.,"a typical day at Walmart is busy and fun. I learned how to operate a compacter, face the product on the shelves. the management was professional and understanding. the most enjoyable part of the day was helping my co-worker out once I was finish my work.",4,Former Employee,cap2/ truck unloader ,"Horsham, PA",5/15/17,2017,5,15
If you have good pharmacists it can be a great work place,You have to be able to mulittask and work long hours on your feet. Pharmacists will make or break the work experience. The hours each week with change day by day depending on other techs.,3,Former Employee,pharmacy technician ,"Jonesboro, AR",5/15/17,2017,5,15
Productive fast pace work place,Not good at being considerate when it comes to matters beyond the control of an associate. Besides that it is a very good place work at and benefits and compensation are great.,4,Former Employee,Customer Host ,"Amherst, NY",5/15/17,2017,5,15
"Fast-Paced, no-nonsense work environment.","I felt that Walmart had a very strict working environment. The management and corporate supervisors were always coming up with new rules that associates were required to follow, and everything that employees did was closely monitored either by security camera or our cash register logins.",3,Former Employee,Cashier/Customer Service ,"Springfield, MO",5/15/17,2017,5,15
"Horribly managed store, terrible working conditions","Typical day: 5 different managers pulling me away from work in progress to work on their project(s) with no regard to work being left undone. Micro-management to a fault. Every level of management laying down operating procedure and then wanting you to break it._x000D_Might have only been this store, but it was SO bad I wound up under medical supervision for Acute Stress Disorder - which has never, EVER, happened before.",1,Former Employee,Sporting Goods Associate ,"San Diego, CA",5/15/17,2017,5,15
