title,review,rating,status,position,location,date_posted,year,month,day
It was a job.,This was a Friday - Sunday  12 hour a day job. I did not enjoy standing stationary at a machine.  More of a move around kind of person.  The hours were not conducive to any type of social life.,2,Former Employee,Technician ,"Crawfordsville, IN",10/23/16,2016,10,23
Not somewhere I would want to be a career,A typical work day was good. Co-workers were nice. Didn't pay enough. Job wasn't hard at all. I got good hours at least 40 hours a week. I enjoyed meeting new people on a daily basis.,4,Former Employee,Sales Associate/ Cashier ,"Dallas, TX",10/23/16,2016,10,23
produced work skills and time management,"My concern was to report to work on time and as scheduled and to grasp any skills to enhance advancement within the company, I appreciated the opportunity for growth.",4,Former Employee,Stocker ,"Laurinburg, NC",10/23/16,2016,10,23
Bad Bad Bad,"Wal-Mart is terrible with their employees, they only care about making money now days. They really don't even care about their customers any more which is ashame. I have learned that if WalMart management screws up (higher up) your going to get fired one way or another. Some of the managers are great to work for at WalMart but others shouldn't even be there. Co-workers are great, I got along with all the ones I worked with.There wasn't anything hard about working the job I had and the most enjoyable part of the job was working with customers and helping them with all their needs. I would not recommend working at WalMart though if you want a long term career because after you reach a certain amount of years, they find a way to get rid of you so you don't get your benefits. They did that to my husband and they also did to several others I know.",4,Former Employee,Jewelry Sales Clerk ,"Roanoke, VA",10/23/16,2016,10,23
Customer Service,When I worked at Wal-Mart I loved the people that I worked with. I am a People person. The most enjoyable part of the job was talking to the customers and learning the cash register and Customer Service.,4,Former Employee,Cashier/Customer Service ,"Oak Park Heights, MN",10/23/16,2016,10,23
It's what you make it.  Really. I made lots of friends.,"Cool company, needs more management training. Too many departments per manager. A lot of bonuses if you're at a good location without theft. Discounts are a plus. Hours could be better. Steady work",3,Former Employee,Department Manager ,"South Hill, VA",10/23/16,2016,10,23
Satisfactory place to work,The co-workers are great to work with. They come to work with a true desire to make the customers experience a very good one and this type of attitude is very contagious.,4,Current Employee,Sales Associate/Department Manager ,"Vista, CA",10/23/16,2016,10,23
Cashier,I have worked for Wal-Mart 3 different times and I would work for them again. I did not have any problems with the work asked of me or with the people I worked with.,4,Former Employee,Cashier ,"Webberville, MI",10/23/16,2016,10,23
Director,Best experience as a Leader in Walmart. I loved working with the people and the hardest part was to manage the work life balance as the work was very exciting working with awesome teams and learning to grow.,5,Former Employee,"Director, Tech Services, Strategies & Operations ","Bentonville, AR",10/23/16,2016,10,23
Hard work,"It's like anywhere else it's about making money and that's about it.  you good days and bad days, one day you have a full team the next three people get fired and you have to pick up the slack till they're replaced and the replacements are completely trained. you always try your best to get your work done and keep your head down.",3,Current Employee,3rd shift Stocker ,"Silvis, IL",10/23/16,2016,10,23
Walmart,Walmart was a different environment you had all kinds of people different languages and my job was to keep the customers satisfied and happy. Everyday was to make sure the customer was right and all was great.,5,Former Employee,Cashier ,"Houston, TX",10/23/16,2016,10,23
Good pay bad management,Sam's Club pays very well for a retail job. The atmosphere isn't the best though. The employees are somewhat united but not for the better of the club. The management at this place sucks and it makes it very hard on the employees. They tell you that they care about you and will work with you when you're having troubles but they won't actually do anything even if they say they will. The people are nice but the general 'I don't care' feeling in the air makes it hard to work. Everyday I show up for my job all I can think about is getting up and leaving and never coming back. If you're in a bind and just need a good paying job for the time being I would suggest it but don't plan on sticking around too long for the sake of your sanity.,3,Current Employee,Member Services ,"Fargo, ND",10/23/16,2016,10,23
Great hours,"When I worked here around 2014/2015 the management was terrible. I can't speak for now, but back then it was. The managers and supervisors weren't in sinc of proper procedures at the Providence location. The hours were great though, and they were very flexible with schedule changes/taking off. My coworkers were nice,and friendly as well.",2,Former Employee,Cashier ,"Providence, RI",10/23/16,2016,10,23
it was ok,"It was a great job being able to serve customers. I wish management take care of repairs more frequently. Really needs improvement. I wish I had more feedback from them too. Some co-workers are nice, some well, not as nice. You just learn to learn to work with it, or around it. I do like Walmart as a Corporation.",1,Former Employee,Garden Center Cashier ,"Reno, NV",10/23/16,2016,10,23
You will WORK!!,I learned a lot while working there. I got to meet a lot of new people. The job was easy and good for the extra money. Good place to work. The pay is good.,5,Former Employee,Cashier/Customer Service ,"Sandersville, GA",10/23/16,2016,10,23
overall ok place to work could have been better,It was an alright place to work definately not my favorite thats for sure but it helped pay the bills. I was only at this job for a month because i got it just before moving out of state. I had a couple nice managers that were great to work with and i met some very interesting people.,3,Former Employee,Cashier ,"Scottsbluff, NE",10/23/16,2016,10,23
Productive and great workers.,got there around nine every morning. I learned how to clean and get carts and assist people in need. Co-workers were great. The most enjoyable part of the job was the employees they were kind.,3,Former Employee,Courtesy Clerk ,"Milwaukie, OR",10/22/16,2016,10,22
customer service/cashier,"Satisfaction,learned to get involved with customer,being professional ,team leader,hard /being out of a certain products.Enjoyable / smooth days work.",5,Former Employee,Customer Service Associate ,"East Lake, OH",10/22/16,2016,10,22
Flexible hours.,"First time working retail, but I feel training was poor. Too many managers assigning different tasks, some of which I wasn't trained for. I shop there often, on last visit old coworker , whom I worked with daily, didn't even know my name.",3,Former Employee,Associate ,"Hanford, CA",10/22/16,2016,10,22
overall walmart is a good company to work for,I did cashiering I helped customers_x000D_I learned how to run self-scans_x000D_Management could use improvement_x000D_Co-workers were okay most of the time_x000D_hardest part of the job is the rude customers and the 9 hour shifts _x000D_Hour long lunchbreaks,3,Former Employee,Cashier ,"Fort Wayne, IN",10/22/16,2016,10,22
Very productive,Walmart was a job that mostly anyone could love friendly staff fun helping customers and just an overall nice place to work flexible schedules and pay,4,Former Employee,Warehouse Associate ,"Houston, TX",10/22/16,2016,10,22
Fast pace environment with great benefits,"meeting with all members of management, Planning out my day and following up on any notes giving previously_x000D_What I have learn is to be more aware and to always have a solution_x000D_ Upper Management has a division with assistant managers._x000D_I have good co workers some lack on  there job because of training._x000D_The hardest part of my job is work life balance_x000D_The Most enjoyable part of my job is working with the associates and seeing their growth",5,Current Employee,Assistant Manager ,"St. Louis, MO",10/22/16,2016,10,22
Stocking,I Ioved working at walmart i also enjoyed taking care of our costomers only thing i didnt like was the fact that they did alot of illegal stuff besides that i loved working there being the fact im a peoples person,3,Former Employee,Walmart Supercenter ,"Glenmont, NY",10/22/16,2016,10,22
Multitasking daily with new responsibilities expected,"The best part of my day is when I get to talk to, and help, the customers. Each day is full of new challenges. The job that I do requires an ability to be flexible and multitask. I am expected to help in other departments as needed, and I am happy to help.",4,Current Employee,Produce Associate ,"Marion, IL",10/22/16,2016,10,22
overnights,"this used to be a great place to work, when it was a family run company.  It was sold off to an overseas company, all they care about is the dollar, not associates.",2,Former Employee,Overnight Stocker ,"Houma, LA",10/22/16,2016,10,22
Always stayed busy and liked the people I worked with,I like that there was always something to do. The Deli is hard place to work in a limited space with so many personalities. I found it was very much full of useless Drama.,3,Former Employee,Costumer Service Associate ,"Cambridge, OH",10/22/16,2016,10,22
Bad company to work for,"Not a good company to work for, low pay and the management is very bad. The store manager is very rude, insults employees in front of other employees. Would not recommend for anyone to work for this company.",1,Former Employee,Cashier ,"Fairfield, CA",10/22/16,2016,10,22
was fast pace and easy to learn,"Very good work place on daily there where morning, afternoon , and evening meetings to keep us informed on how well our store had been preforming. We also had safety meetings and on occasion we met safety standards and we had cookouts. We have quarterly bonus.",3,Former Employee,Fitting Room Attendant ,El Paso Texas,10/22/16,2016,10,22
productive and fun,...... they were a family oriented place to work bur they needed to have more help to keep up with customer demands . they had ok insurance and benifits,5,Former Employee,Sales ,"Pekin, IL",10/22/16,2016,10,22
It's a great place to work,The place is a fun and great place to work. It's great meeting different people at time but some of them can be mean. The manager are great to they help you do thing you didn't know you could do. It's a wonderful place to be at times.,4,Former Employee,Wal-Mart Associate ,"Lawton, OK",10/22/16,2016,10,22
busy,"the managment was horrible, the pay was horrible for what we had to deal with. The customer service was ok, but it could have been better. They never had enough registers open when it was busy. i enjoyed helping out all the customers.",4,Former Employee,Wal-Mart Cashier ,"Sulphur, LA",10/22/16,2016,10,22
Productive,A typical day at work involved Capping backroom stock and taking it to the floor. _x000D_I've perfected my communication skills._x000D_management had no part of working with me_x000D_The hardest part of the job was cutting the overtime I was asked of.,3,Former Employee,associate ,"Starke, FL",10/22/16,2016,10,22
