title,review,rating,status,position,location,date_posted,year,month,day
Working environment is so awesome.,"Some times have to deal with angry customers but I took that experience to my life to how to solve without harming customer as well as the company according to company policy. its nice to work with good understanding co-workers with work pressure. I like to be busy environment  ,because we wont get bore in work.",5,Current Employee,Vision Center Associate ,"Plano, TX",6/26/16,2016,6,26
"Hard work, Good PAY","You work for your pay at Walmart, but the starting pay is much better than most anywhere else. Management for the most part is decent, but the drama there is the same as any where else you go. Walmart has a bad reputation, but I feel it is unjust. They are more than willing to work with you. Need extra hours? Done! Need time off? Done! Need to promote? Done!_x000D__x000D_Out of everything, I think the customers are the hardest part of working at Walmart.People  think that just because you are here you must be dumb or not worth the time not realizing you have another job where you are a manager or supervisor, that you are a professional who is working two jobs to make ends meet.  They treat you horribly and laugh as they do it. _x000D__x000D_Walmart is not a bad place to work and the starting pay is worth the time to try.",5,Current Employee,Sales Associate ,"Walker, MI",6/26/16,2016,6,26
the workplace was a fast paced environment with lots of activity.,"The people who worked with you were awesome. The work day was fast paced and busy, the hardest part of the job was long hours standing. the most enjoyable part of the job was making people happy and seeing a smile on their face.",4,Former Employee,"Cashier, Customer Service, Stocking ","Houghton, MI",6/26/16,2016,6,26
Productive,Learned how to do things by yourself as a courtesy associate. Took care of customers if they needed help with items or a mart cart.,4,Former Employee,Courtesy Associate ,"Liverpool, NY",6/26/16,2016,6,26
I really enjoy my profession as a pharmacist and gives me great pleasure to help people to achieve their best overall heath.,"I arrive to work 30 minutes prior to work shift to meet the requirements for the day.  I am always busy by conducting meetings with staff, taking care of the patients, reviewing patients' profiles with pharmacy staffs and physicians for the implementation of MTM._x000D__x000D_I always enjoy talking to my patients and consult them about the medications effects and implementation of vaccination._x000D__x000D_The hardest part of my job is when I see a patient health does not improve base on medication therapy.",4,Current Employee,Pharmacy Manager ,"Lake Worth, FL",6/26/16,2016,6,26
great place to learn,this was a great job for me. i learned alot of my working skills here. the co-workers were amazing. i enjoyed this job very much.,5,Former Employee,Cashier ,"Murrieta, CA",6/25/16,2016,6,25
loved my job,I loved my job had so much fun and worked with some wonderful people. If I could move back to Missouri I would definitely work at bolivars Wal-mart again,5,Former Employee,Cashier ,"Bolivar, MO",6/25/16,2016,6,25
flexibility,Walmart was a good job to work at because they are very flexible with your availability. They also allow you to progress quickly with your job.,4,Current Employee,Cashier/Clerk ,"Clewiston, FL",6/25/16,2016,6,25
Lewis Center Wal-Mart,"I first started working for Wal-Mart in July of 2011. At that time new hires still had ninety day evaluations.  At first it was a little hard to adjust to working at night. _x000D_My first night didn't go so well. I also hadn't had a whole lot of experience working with the high volume of inventory which Wal-Mart receives every day. _x000D_After my first year I knew how to manage my time well enough in order to stock freight and condition shelves in a timely manner. _x000D__x000D_I am not a huge fan of spending Black Friday on the retail end of ""Black Friday"". I would rather spend time with family instead.",4,Former Employee,Overnight-Inventory Management Specialist ,"Lewis Center, OH",6/25/16,2016,6,25
WalMart is not a company that I plan on working for a long time!,"The management is horrible. There is three managers who I have respect for, the rest do not. I have seen a lot of unethical things happen. Like favoritism, selling items under the table to associates, and etc. The hardest part of the job is just dreading to be there because of management and the associates you work with. A few associates are enjoyable to work with. But I plan on looking for something that is more on my level instead of down. I deserve better.",2,Current Employee,Photo Lab Associate ,"High Point, NC 27265",6/25/16,2016,6,25
It's okay I guess,"I enjoyed the old Walmart where they valued their customers, cared for their employees, and advanced the right people wanting to move up in the company. All in all I really liked working there the people you meet were great, I just don't think your treated fairly at all.",3,Former Employee,Mgr ,"Charleston, IL",6/25/16,2016,6,25
Overcome and learn new skills.,"A typical day at Wal-Mart were fast paced at times and an enjoyable place to work. I learned to communicate and assist customers, to handle situations under pressure, as well as work with others. My co-workers were easy to get along with and were very helpful to me. The hardest part was to open up and greet customers but I over came and strengthened my shyness on the job. The most enjoyable thing was that the associates cared as well as the management over all a great place to work.",4,Former Employee,Greeter ,"North Highlands, CA",6/25/16,2016,6,25
