title,review,rating,status,position,location,date_posted,year,month,day
supportive co workers and management,It was fun place .the manager and all the co workers were really friendly and helpfull.The empoyee parking facility ongoing support of management was much apreciated.,5,Former Employee,Customer Service Associate Service ,"east lake street,streamwood,chicago",6/24/19,2019,6,24
Productive,It was an okay place to work bad management not enough hours and not enough pay no room to get a raise or succeed. Very easy to cooperate with customers and get along with people though.,4,Former Employee,Produce Associate ,"Owensboro, KY",6/24/19,2019,6,24
Bad management,Horrible management. Bad coworkers. Not flexible with hours. Can hardly excuse absences. Not a strick dress code. Had hard time getting my break on time.,3,Former Employee,People Greeter ,"Twin Falls, ID",6/24/19,2019,6,24
It's WalMart. What do you expect?,Too many managers. I literally answered to half a dozen different people all doing things differently. It's run like the Detroit Lions organization- a total cluster of failure that somehow still exists in spite of awful pay and terrible fellow associates. Depression permeates the store. More smokers than I've ever met at work...it's that stressful.,2,Former Employee,Department Associate ,"Fleming Island, FL",6/24/19,2019,6,24
Good employees and work,Walmart was an interesting place to be employed. Loved my position and what my entailed. Turn over was stressful_x000D_but support was there to always help.,4,Former Employee,Assistant Store Manager/Co-Manager ,"Murfreesboro, TN",6/24/19,2019,6,24
"It is a very Productive and Fun company to work for, that have a good environment. I enjoy working with the public.",The employees are wonderful people and great to work with.Everyone gets along well and works as a team player. Customer service at our local Walmart is satisfactory. There is always someone around to help a customer with any questions when needed.,5,Former Employee,Customer Service Manager ,"Clinton, MS",6/24/19,2019,6,24
Productive work place,"Walmart is a good company to work for. Walmart has plenty opportunities and it’s always a place to move up and better yourself. It’s a friendly, healthy and safe work environment.",4,Current Employee,Pharmacy Technician ,"Aiken, SC",6/24/19,2019,6,24
Stressful and exhausting,Never enough time to do what needs doing but overtime wasnt allowed/ discouraged. Definitely cried when I finally quit out of relief. Coworkers were kind but supervisors and managers made me cry multiple times.,1,Former Employee,Cap 2 Associate ,"Idaho Falls, ID",6/24/19,2019,6,24
Productive work place,Overall it was an experience and the staff was great at this location the benifits you can appreciate. You can also grow with the company the leave all doors open it’s up to us to continue.,4,Former Employee,Seasonal Overnight Stocker ,"Commack, NY",6/24/19,2019,6,24
Productive and fun place fo work and meet interesting people.,"Good company to work for, ability to volunteer and do charitable work for other organizations. Walmart cares for the community in which their stores are located. That being said, they allow sales associates to volunteer their time when necessary.",5,Former Employee,"Sales Associate, Cashier, and Customer Service ","New Orleans, LA",6/24/19,2019,6,24
A very disgusting place,"Its good for a starter job. But learn what you can and leave asap, this place is the most disgusting two faced business that I have ever worked for. I highly recommend they nobody should work there",1,Former Employee,Order Puller ,"Red Bluff, CA",6/24/19,2019,6,24
Management,The management team didn’t always take the situations serious and didn’t always handle it properly! They do work with you flexibility and they do give you a good amount of hours,2,Former Employee,Sales Associate ,"Streamwood, IL",6/24/19,2019,6,24
"Fun place to work, or at least it used to be!!!!","One of the best jobs I have ever had in retail. I loved my walnart family. Then the big wigs stepped in an ruined the company. Many many employees ""managers"" left after that. Its sad.",3,Former Employee,Department Manager ,"Reno, NV",6/24/19,2019,6,24
Low pay Work not too hard Ok place to work,The pay rate isn't great. The people you work with tend to be good at their jobs. Some managers are good but a few speak to grown adults as if their children wich u may have to address politely by asking to speak to them in private. The actual jobs are easy.,3,Current Employee,Overnight Stocker ,"Willow Grove, PA",6/24/19,2019,6,24
"Great co-workers, Need better Managers","In my experience working for Walmart was very enjoyable in the beginning. I had a great manager, who would schedule me in accordance to my school schedule. However, in recent times I was having a hard time with my manager respecting my school schedule.",3,Former Employee,Sales Floor Associate ,"Phoenix, AZ",6/24/19,2019,6,24
Nice place to work bad management,"I genuinely liked working at Walmart’s meat dpt. It was subsequently bad management that pushed me out, but chill place to work. just needed them to work with me on the schedule, and with more hours",3,Former Employee,Meat Clerk ,"Maricopa, AZ",6/24/19,2019,6,24
Watch your back at this place.,This place likes to throw you into the fire with little to no training. they eventually will send you to a training store if you are in management but if you are an associate then you have to learn on the fly. You will be expected to work in multiple areas an a daily basis. The store is seriously undermanned and you will be moved around a lot.,2,Former Employee,Genral Merchandise Support Manager ,"Clanton, AL",6/24/19,2019,6,24
Management is,"Management is not the best, they don’t really pay attention to their associates as much as they should. Customers also almost always get rowdy. Although I have good days sometimes, most days don’t go well due to the lack of employees and disrespect of management.",2,Current Employee,Cashier ,"Lancaster, PA",6/24/19,2019,6,24
