title,review,rating,status,position,location,date_posted,year,month,day
a day at walmart,"A typical day at work is throwing fraught in timely manner, making sure the shelves are stocked with merchandise, and helping other associates get there job done. I learned How to use a telzon to been merchandise that is overstock. I also learned how to use a compactor/Baylor. Management follows the rules as they are told.The co-workers help others do what it takes to get the job done.The hardest part of the job is to meet our times. The most enjoyable part of the job is helping other associates and being there for customers.",3,Current Employee,Stocker ,"Casper, WY",2/28/13,2013,2,28
Summary,"Long hrs. go in set up, start work, and be pulled off to what Id be working on to help out on belt or in trucks.... not enough staff/unloaders, management cant say to much about them....the enjoyable part about my job, was team effort on work, worked in other departments and helping my customers with what they needed to find, and seeing them walk out h appy with a smile on their face....",4,Former Employee,Inventory/Unloader ,"East Stroudsburg, PA",2/28/13,2013,2,28
Good and bad,"Great people to work with. Not very good on the pay scale. Have yearly raises, working for minimum wage. Even managment jobs are only $2 more than minimum wage. No room for advancement.",3,Former Employee,Health and Beauty Sales Associate ,glenpool ok,2/28/13,2013,2,28
Effective and good customer interactions,"Coming to work with a smile and winning attitude and being ready to see the customers. I learned how to develop my communication skills and verbal skills with customers. The mangement is averge and has it reasons beyond my knowledge. My co-worker are more ambitious to seek their success as I do. The hardest part of my job could be the customer is not happy and not knowing the reason, until i figured it out. My primary goal is having anyone who may need my assistance and take pride and joy in it while i do it.",3,Current Employee,Courtesy Associate ,"Bossier City, LA",2/28/13,2013,2,28
Productive and Team Work,I am always learning something new..there is new product to get to know as well. The customers were never the same .I learn how to get along with all walks of life and to adapt to continuing changes.There is always team work and the management is always working with us as well .,4,Current Employee,"Food, health & beauty Associate ","Burlington, NJ",2/28/13,2013,2,28
Great place to work,"As a night cashier I had the opportunity to work with customers, stock shelves. I learned how to interact with customers process and process returns.",5,Former Employee,Cashier/Stock Clerk ,"New Smyrna Beach, FL",2/28/13,2013,2,28
Productive and fun place to work,"Overall, my work days were very productive and fast paced. I learned that the more I knew the better I could service people. I anticipated going into work knowing that time was of the essence, and the success of the company depended on how well I managed the store. The hardest part of my job was letting go and going home. I enjoyed being at work all the time and assisting associates and customers",5,Former Employee,Assistant Manager ,"Mattoon, Il",2/28/13,2013,2,28
Loved it,I loved this job because I got to be in the public and see and interact with different types of people,4,Former Employee,Cashier/money center ,"Monroe, LA",2/28/13,2013,2,28
Best job I've ever had,"The best job I've ever had by far. No one can beat the work, people, and fun i had here.",5,Former Employee,Assembler ,"Sulphur Springs, TX",2/28/13,2013,2,28
Stressful but fun,The job can be stressful but it is very satisfying at the end of the day,4,Current Employee,Assistant Store Manager ,ma,2/28/13,2013,2,28
It's ok,Ok place to work if like to be aroun a lot of people daily. Gain knowledge of customer service.,3,Former Employee,Pharmacy Technician ,"High Point, NC",2/28/13,2013,2,28
"Nice place to shop, not to work","Benefits are horrible, hours are terrible and not much to gloat about when you see your pay check. Shouldn't be considered full-time with the pay rate received.",1,Former Employee,3rd Shift Stocker ,"Plainwell, MI",2/28/13,2013,2,28
Great place to start out!,"busy, less then 32 hours sum times. you lean to face all types of customesgeart place to learn basic skill",4,Current Employee,Cashier/ Cashier ,"Columbus, OH",2/28/13,2013,2,28
Wonderful Experience,"Wal Mart taught me how to wrok independently, how to research and how to fact find. I had great experiences with upper management and built the best bakery team ever. I believe.",5,Former Employee,Bakery Department Manager ,"Shreveport, LA",2/27/13,2013,2,27
Great place to work,"Worked with great people servicing customer vehicles. Hardest part of job was making sure the customer was satisfied, but really enjoyed meeting people and having them satisfied when they left our store.",5,Former Employee,Lube and Tire Technician ,"Benton, AR",2/27/13,2013,2,27
Inventory Control,Was in charge of inventory control on the grocery side. Also assist guests with finding what they are looking for.,4,Former Employee,ICS ,"Detroit Lakes, MN",2/27/13,2013,2,27
Productive and challenging place,"I go above and beyond for the patients, I'm use to staying busy, very hardworking, the management is ok but could be better, my co workers don't do is much as I do on a daily, the hardest part of my job is having to pick up slack but I make sure I get the job done",3,Current Employee,Optician ,"Milwaukee, WI",2/27/13,2013,2,27
"Decent wage, but at what cost?","A typical day at work for me.is usually crazy, There is a lot of getting pulled in many directions. And while that is to be expected in a retail environment, it seems to be more frequent because we are always understaffed.I have learned a lot about retail, working for walmart. I enjoy my job immensely. The job itself. I have learned how to merchandise to draw customers in. I have learned to deal calmly with irate customers, keeping track of inventory, problem solving, working in groups as well as working solo.Management: Where do I begin? There are way too many managers in the store. And they all have different ideas as to how everyday should be handled, and different ways they want things done. Which is fine, if there weren't so many of them. It causes a lot of confusion and a lot of work being re-done. There is also a lot of tension, because of this. These are the salaried managers. My bosses. What's worse is that, even the same manager will change the rules repeatedly. It creates a situation where, no matter what you do, it's wrong. It's frustrating, when you just want to do the job the right way the first time, and to be appreciated for doing the work.Also, withing the current management team, there are several who seek to constantly create drama that isn't necessary. Even if it means that they will lie point blank to your face. Then lie again, when it comes out later. All in all, I think a restructure is in need where the number of salaried managers is concerned. And I think the promotion process should be far more detailed to assure you are getting people who are - more...",3,Current Employee,Department Manager ,"Beaver Falls, PA",2/27/13,2013,2,27
High Expectations,I learned how to manage people in a fast paced building. You manage a melting pot of associates and you have to be able to navigate through differences easily. Performance based on stores sales goals and profit line.,4,Current Employee,Assistant Store Manager ,"Lansing, MI",2/27/13,2013,2,27
Productive and fun workplace,My typical day at wal-mart ia always a task because it is a big place to work at,4,Former Employee,Sales Associate ,"Portsmouth, VA",2/27/13,2013,2,27
Lack of respect for the individual,"Not a good place to work at all. Managers dating employees.Promotions are not based on your qualifications. Its not what you know ,its who you know.Must I say anymore?",1,Former Employee,Customer Service Associate ,"Highlands Ranch, CO",2/27/13,2013,2,27
Not a team working company,The co-workers all worked against each other and all talk about each other. Never wanting to help each other.,1,Former Employee,Supervisor ,"Greeneville,Tn 37745",2/27/13,2013,2,27
Amazing work place,"I worked for Wal-Mart for six years, they taught me how to be an amazing customer service associate. I learned how to deal with tough situations, and how to make customers happy.",5,Former Employee,Cashier ,"Arden, NC",2/27/13,2013,2,27
