title,review,rating,status,position,location,date_posted,year,month,day
"Productive environment , understanding management","Over all working for Walmart was productive, although the management did put a lot of pressure on their harder working staff members and not enough on the workers who needed a little push.",4,Former Employee,Customer Service Manager ,"Mustang, OK",3/7/18,2018,3,7
productive job advancements,"great opportunity job advancement,benefits,wonderful place to work._x000D_would definitely recommend.its a family owned & operated business,they care about their staff",5,Former Employee,Department Supervisor ,"Webster, TX",3/7/18,2018,3,7
Adequate job for entry-level employees,"Good pay, flexible hours, management willing to work with school. Ample opportunity  to move up in the company. Good work environment, but can get hectic around big holidays.",3,Former Employee,Cashier ,"Waco, TX",3/7/18,2018,3,7
It was a good atmosphere,It was a good job i loved interacting with customers i just didnt like the hour decrease. I enjoyed learning new things i worked in different areas of the store and learning all the products,3,Former Employee,Cashier/Customer Service ,"Houston, TX",3/7/18,2018,3,7
Okay place to work if you just need a job,"My experience with Walmart has been varied. I've gone through several positions but never felt like I actually could move up. Then I realized I don't want to. The management is unorganized and disrespectful, and I personally know several managers that stepped down because of it. They would rather take a pay cut and continue working as a regular associate than move up because of the lack of respect between managers, and the high stress and expectations associated with the new title weren't worth the raise. _x000D__x000D_That being said, as a regular associate the job itself isn't bad. The work is the same every day and the pay is pretty good. The only catch is that you need to have the right manager. It took me changing positions three times to finally get a manager that would give me full time an regular hours. If you don't care about career advancement and just need a paycheck every two weeks, you could do worse than Walmart.",2,Current Employee,ELECTRONICS SALES ASSOCIATE ,"Hollywood, FL",3/7/18,2018,3,7
Good store to work for,"My typical day would be to clock in,check in with your supervisor,do your job title,take your breaks.The workplace culture was fine and what I learned working there was how to assist to customers.",5,Former Employee,Cart Attendant/Courtesy Associate ,"Oldsmar, FL",3/7/18,2018,3,7
Worst company ever,"Management walks pass you & never speaks! They look irritated by your presence. The company hires you as a “temp” so they can fire you whenever they want. (They don’t like you, you are DONE) I’ve seen it happen many time. They treat employees unfair, make you work long hours & give you NO BENIFITS WHAT SO EVER",1,Former Employee,Service Desk Associate ,"King of Prussia, PA",3/7/18,2018,3,7
Stressful and in the middle of culture change,Stressful and in the middle of culture change. More management than workers. Deciding whether to be an e-commerce company or a retail company. Can be a good starter position,1,Current Employee,Advanced System Engineer ,"Bentonville, AR",3/7/18,2018,3,7
worst managers ever,"if they don't like there jobs why don't they quit...(managers) treat workers like peasants. because the store was opening they had us build everything, they has sweeping and dusting which was not in our job description",1,Former Employee,Warehouse Associate ,"Pico Rivera, CA",3/7/18,2018,3,7
Face paced a lot of communication,A typical day at work would be handling customers with certain aspects...helping customers with anything they need...handling money transactions....the hardest part of the job is trying to make a customer happy that day....the enjoyable part is coming to work and making money of course but it’s really what you make it.,4,Former Employee,Cashier ,"Jacksonville, FL",3/7/18,2018,3,7
Fun workplace,Other co-associates are cooperative and willing to help each other. Management are provided valuable advice and guidance. Proper basic believe and good cultural are fully present at work environment.,4,Current Employee,"Manager, Responsible Sourcing ","Bentonville, AR",3/7/18,2018,3,7
Productive and fast pace,#NAME?,4,Former Employee,Co Manager ,"Saint Clair, PA",3/7/18,2018,3,7
Walmart warehouse,I worked here for the last 12 yrs. And yes at times was stressful and fast passed but it was a good job. I liked all of my managers and human resource clerks.,5,Current Employee,Scanner/Sorter ,"Bentonville, AR",3/7/18,2018,3,7
Enjoyable enviroment,"Walmart is a wonderful place to start off working. It teaches job skills that you can you at any other job. It teaches leadership, customer skills,  basic maintenance skills, and communication.",5,Former Employee,Cashier ,"Pass Christian, MS",3/7/18,2018,3,7
Productive and enjoyable,Enjoyed working at Walmart as a sale associate. Stayed very busy and would go back if they were hiring. I did a variety of things. Stocked merchandise kept the department clean and straight worked with customers mostly what ever they wanted me to. Enjoyed working with my co-workers and miss them now.,5,Former Employee,Sales Associate ,"College Station, TX",3/7/18,2018,3,7
It's a job.,"When going out to work, so many people look at every detail of a place and if one thing is wrong, they quit. Walmart is a place of business and it will never be perfect or have perfect people. If you are expecting easy, don't apply. If you are expecting everything to go your way, don't apply. If you have a set schedule but want 40 hours, don't apply. (It's not going to happen.) Bottom line, Walmart is a good place to work. People criticize and judge but you won't find a better starter job (and sometimes a full career) elsewhere especially with them raising their starting wage. Work hard and without complaint or don't work at all.",4,Current Employee,Cap Team 1 Associate ,"Summersville, WV",3/7/18,2018,3,7
its cool,i worked at walmart . i learned how to cashier it was fun being a cashier. i enjoyed scanning the food . it was a seasonal job. i enjoyed the workplace i worked in. the most enjoyable part of the day was break time lol jk .,5,Former Employee,Wal-Mart Cashier ,"Hiram, GA",3/7/18,2018,3,7
Customer Service based,Always busy stocking and/or organizing merchandise that is stocked on the sales floor to make it more shop-able.  No two days are exactly alike as you never know what type of customer issues may arise. Work with a variety of people both as your co-workers and the customers you serve.  The hardest thing about working for WalMart is inconsistency of schedule and management doesn't communicate effectively with sales associates.,3,Current Employee,Jewelry Sales Associate ,"Longmont, CO 80504",3/7/18,2018,3,7
walmart if fun to work,"I loved working for Walmart. only thing I don't like is not being full time. I have to take second hand insurance and don't get paid vacations. other than that, the customers make the job.",5,Current Employee,Customer service host ,"Meridian, MS",3/7/18,2018,3,7
