title,review,rating,status,position,location,date_posted,year,month,day
Be prepared to work long hours without breaks,"While I do enjoy a fast paced work environment, there is little to no structure while working here. The management is almost non existent  so you will have to depend on your fellow workers to have your back.",2,Former Employee,CAP Team Member ,"Chula Vista, CA",2/24/19,2019,2,24
No Title,Work was good at this company. Only had issue with one of the stores I worked at. They messed up my availability I am able to work. Now I have to wait 2 more weeks until they can have it all corrected in the system.,4,Former Employee,Cashier ,"Warminster, PA 18974",2/24/19,2019,2,24
Stocker,"i learned how to stocker correctly at a fast pace so that i can get my work done in like 2 hours while there is like 6 hours of total freight to be done in that 1 aisle, some of the management at walmart is ok but some of them wants to overwork you, i cant say this is true for all walmart stores but for at least my store its like that.",3,Current Employee,Stocker ,"Saint Cloud, FL",2/24/19,2019,2,24
Excellent Corporate Culture,I have been employed by Walmart 12 years and I find it to be a great place to work . The typical day for me as a department manager starts with beginning the backroom process. after that I move to the sales floor to do the same. Management is helpful and is open transparent. The most enjoyable part of the job is helping customers when they need it most  while shopping. I would highly recommend Walmart to anyone looking to work in an environment where what they do truly matters.,4,Current Employee,Department Manager ,"Winston-Salem, NC",2/24/19,2019,2,24
Competitive Retail,"I have enjoyed my role at Walmart. It's a fast pace environment. As one of the largest retailers in the nation, Wal-mart has to change to adapt to the newly renovated culture, which is mainly to compete with others. I like changes and I believe in embracing changes. It's always something new to learn there and I love it!",4,Former Employee,Merchandise Supervisor ,"Locust, NC",2/24/19,2019,2,24
productive,managers play favorites if they like you whether your good or bad at your job you get more privilages than everyone else they cut hours alot more than they should can barely keep there employees and change their policies constantly,2,Former Employee,orderly and timely manner ,"Broken Bow, OK",2/24/19,2019,2,24
"Depends on where but busy, pretty flexible",I liked working there but I’m not sure if I’d call it easy but it paid decently and I loved my co-workers in the deli. It probably depends on who your assistant manager is but for the most part they were alright.,4,Former Employee,Deli Associate ,"Napa, CA",2/24/19,2019,2,24
Good first job. Lack of communication from mangers,To many upper managers never enough workers. It's a good first job but would not recommend making it a career. If u want to move up it's not based on your work it's how much u suck up,3,Former Employee,Support Manager ,"Pahrump, NV",2/24/19,2019,2,24
Ok place to work,I like working at walmart. My co workers are decent people. They are fair with breaks  and lunch. Benifits are a bit below average. Scheduling is erratic and inconsistent.,4,Current Employee,Store Associate/Cashier ,"New Milford, CT",2/24/19,2019,2,24
Walmart doesn't care for their employees,Walmart doesn't hire enough people. They don't pay enough .They don't keep you working In your position . They use you where ever then need you to. They aren't fair,1,Former Employee,Produce Associate ,"Florence, SC 29501",2/24/19,2019,2,24
